cust_customID, cheq_cusA_accountIDX
"221621200002167827", "27087348237774179992"
"221621200002167827", "43223635991768896863"
"221403198508199294", "78284306205192938409"
"443403200203058831", "16998738148453955366"
"443403200203058831", "43223635991768896863"
"221621201001231922", "95436629783725620818"
"221621200408258707", "39471988461083736329"
"221621200408258707", "27087348237774179992"
"221621200408258707", "38404269420146498260"
"443621200408184189", "89444829923965149959"
"443621200408184189", "97530760281596583776"
"410621198009154143", "14820955344935565337"
"410621198009154143", "39641761841195970800"
"410621198009154143", "02695303332480078610"
"410621198009154143", "53413679360160287079"
"221621199010160767", "80817344558240059352"
"410621199106172544", "78284306205192938409"
"443621198307038713", "20268371070371652460"
"443621198307038713", "20586554424632928031"
"443621198307038713", "21132759747937034351"
"443621198307038713", "53413679360160287079"
"443403200206027175", "86229796594555106560"
"443403200206027175", "09297851374795359996"
"443403200206027175", "17342042675435715330"
"221621198707141950", "27269349171821199410"
"221621200309241207", "27087348237774179992"
"221403200912110678", "77569660868755165677"
"221403200912110678", "91977118695891524567"
"221403200912110678", "53413679360160287079"
"443621198108280689", "53031167972222232658"
"443621198108280689", "09297851374795359996"
"443621198108280689", "17342042675435715330"
"443403200709155533", "14820955344935565337"
"443403200709155533", "29913973074240381288"
"443403200709155533", "34072082468689121718"
"221621200609097729", "78284306205192938409"
"221403199212188154", "08605613610135276180"
"410621199103108138", "29719765401639665039"
"410621199103108138", "43223635991768896863"
"443621200905016098", "27269349171821199410"
"443621200910128305", "38611215527419394762"
"443621200910128305", "96770984405437413607"
"443621201012280220", "17342042675435715330"
"221621198211018291", "20268371070371652460"
"221621198211018291", "44278088983509202667"
"410621201002168397", "80736080932925620416"
"443403198808220388", "91122197239571121976"
"221621200409127321", "14820955344935565337"
"221621200409127321", "58829790481211361068"
"221621200409127321", "87972350497985502500"
"410403199108278199", "99614916918770554372"
"410403199108278199", "65296993318744572614"
"443403200903113320", "25328454487608160659"
"443621200102145077", "72492908426434953975"
"443621200102145077", "13834631267514900330"
"443621200102145077", "43223635991768896863"
"410621200411140663", "87972350497985502500"
"443621198201086207", "80162671741038660966"
"443621198201086207", "78284306205192938409"
"410621198802021941", "79120795299185540127"
"410621198802021941", "27269349171821199410"
"410621198802021941", "42127628213148858615"
"410403199301271537", "80817344558240059352"
"410403199301271537", "86220435372226464096"
"410403199301271537", "65296993318744572614"
"443621198503093368", "09297851374795359996"
"443621198503093368", "56582779578724316004"
"410403201010114460", "14820955344935565337"
"410403201010114460", "57521070162525607258"
"410403198902254114", "65296993318744572614"
"443403200008088201", "07525217795785654508"
"221621199311112509", "03612574402294571463"
"221621199311112509", "73829122456469314834"
"410621200208040152", "03612574402294571463"
"410621200208040152", "96770984405437413607"
"410403199201133796", "65223578690860012484"
"410403199201133796", "80736080932925620416"
"410403199201133796", "38404269420146498260"
"443621198808091779", "08605613610135276180"
"410403200411090352", "20586554424632928031"
"410621199105081405", "76789232634116270134"
"410621199105081405", "59150646909889994499"
"221621199306255458", "40721193303658101899"
"221621199306255458", "20586554424632928031"
"221621199306255458", "80835387324636216674"
"221403199006131911", "76984524062650832981"
"221621200801045174", "43458968171834434891"
"410621200707202159", "69637590057258604123"
"410621200707202159", "32171256475787051237"
"410403199511242648", "01153521024412140444"
"410403199511242648", "78284306205192938409"
"410403199906208640", "80835387324636216674"
"410403199906208640", "53413679360160287079"
"443621199005029480", "96394333983496434177"
"443621199005029480", "38404269420146498260"
"221403199711287194", "32355307493802308471"
"410621198008043857", "62122790653690755026"
"410621198008043857", "65296993318744572614"
"443403200609032683", "16496619202666485868"
"221403199903095315", "83919306476741300584"
"221403199903095315", "07525217795785654508"
"221403199805181224", "65615093284293204232"
"221403199805181224", "91122197239571121976"
"221403199805181224", "52556059874292459798"
"410403198410241722", "72492908426434953975"
"410403198410241722", "39641761841195970800"
"221621198209190045", "46171268475517386303"
"221621198209190045", "03993410592616518166"
"443621200808174329", "86229796594555106560"
"221403198312115629", "96101278939029386991"
"443403199209183914", "50156847339717608097"
"221403198703256085", "02761019985603894445"
"410621200508063406", "93975134186974441838"
"443403199312215252", "62122790653690755026"
"443403199312215252", "87972350497985502500"
"221403200002016677", "16998738148453955366"
"221403200703153287", "17541368257584883168"
"221403200703153287", "83919306476741300584"
"221403200703153287", "88000013106480496150"
"221621199302264317", "26324632910219980503"
"410621199305257856", "25328454487608160659"
"410621199305257856", "83919306476741300584"
"443621199112152691", "13526501979085615548"
"443621199112152691", "01146099792921980327"
"221403200608243358", "09297851374795359996"
"221403200608243358", "44424390642282796163"
"410621199302071464", "02761019985603894445"
"221403200110209931", "49677649471576549625"
"221403200110209931", "17342042675435715330"
"221621200412107333", "11415880675865330818"
"221621200412107333", "86229796594555106560"
"221621200412107333", "97530760281596583776"
"221621200412107333", "37858195929171510861"
"443621198706131982", "80835387324636216674"
"443621198706131982", "64757550057924919442"
"443403200408178402", "16315639108744276696"
"443403200408178402", "84911119712866134785"
"443403199510098452", "14126422478588521348"
"443403200310011658", "80736080932925620416"
"443403200310011658", "02695303332480078610"
"410403200802030954", "11938639449489163721"
"410403200802030954", "93975134186974441838"
"221621200306252837", "71045580026476656677"
"221621200306252837", "93960060687863762858"
"410403198903055353", "69735902926400396289"
"221403198010202462", "54640018969048096292"
"221403198010202462", "80835387324636216674"
"443403199312110421", "46171268475517386303"
"443403199312110421", "70755619654816676205"
"443403199312110421", "80835387324636216674"
"443403199312110421", "16496619202666485868"
"410403200804140452", "02761019985603894445"
"221403199105228231", "48677776162327438355"
"221403199105228231", "56393861366222314685"
"221403199105228231", "83170653912693677629"
"410621200207022162", "91977118695891524567"
"410621200902119626", "65856221783420529815"
"410621200902119626", "46641644274455134513"
"410403199705044917", "86911099674026357872"
"443403199802278198", "20586554424632928031"
"443403199703087665", "50156847339717608097"
"221621199909280155", "53356755119680199664"
"221621199909280155", "86911099674026357872"
"443403201003129159", "32171256475787051237"
"443403201003129159", "40100137913078683717"
"443403201003129159", "37858195929171510861"
"443403198202146608", "27087348237774179992"
"221403198606036722", "27075071245107005442"
"221403198606036722", "27537054507839345885"
"221403198606036722", "86056827605600460334"
"443621198107074516", "14820955344935565337"
"443621198107074516", "20586554424632928031"
"443621198107074516", "16998738148453955366"
"443621198107074516", "48017510255982615772"
"443621200008240552", "45477869849228424927"
"410403199311021753", "31538568953713446787"
"410403199311021753", "43223635991768896863"
"410403200210232481", "06631802277345457063"
"410403200210232481", "46641644274455134513"
"443403199506232671", "02761019985603894445"
"410621200609226124", "35961288545988562634"
"410621200609226124", "45967119674154610199"
"410403201010247825", "66601727456442930278"
"410403201010247825", "44278088983509202667"
"443403198808040586", "02695303332480078610"
"443403198808040586", "65296993318744572614"
"443403198711263712", "17541368257584883168"
"221621200510160844", "46026413360337412404"
"221621200510160844", "31826867378244988292"
"443621198207253325", "39471988461083736329"
"443621198207253325", "64950261329707091937"
"443621198207253325", "76179415113740264512"
"221621198801231778", "33025774753553152540"
"221621198801231778", "07346223086310751372"
"221621198801231778", "93960060687863762858"
"443621200605022485", "16315639108744276696"
"443621200605022485", "77048861373597020123"
"443621200605022485", "54704629814171195122"
"410621200802283881", "55599377523565959846"
"410621200802283881", "10300562123272763912"
"410621200712255676", "26635287486829675174"
"443621198212181538", "40721193303658101899"
"221621199201068327", "70755619654816676205"
"221621199201068327", "38745544939462523983"
"221403200103052902", "38745544939462523983"
"443403198409100587", "21295368642592426348"
"443403198409100587", "37425033698974166164"
"443621200807118676", "70649030270450637658"
"410621199607148980", "75876371651685369511"
"410621199607148980", "47053122798328175306"
"410621199607148980", "86049309034962695845"
"221403198108215404", "84394686674916504130"
"221621200606204921", "13955469505941037040"
"221621200606204921", "04450324956110293526"
"443621198510201042", "60963077135135784239"
"410403198910189665", "53356755119680199664"
"221621200711139756", "30077913945831955708"
"221621199303025645", "56393861366222314685"
"221403200612125704", "69536357262166247322"
"221403200612125704", "29719765401639665039"
"221403200612125704", "45144640178442826839"
"410403200210212123", "76789232634116270134"
"410403200210212123", "04450324956110293526"
"410403200210212123", "46641644274455134513"
"443621200301126897", "46026413360337412404"
"443621200301126897", "60782338574064581209"
"410403200607161691", "53031167972222232658"
"410403200607161691", "26324632910219980503"
"410403200607161691", "66124434295440942665"
"410621200508087755", "65312838959501530356"
"410621200508087755", "29913973074240381288"
"410621200508087755", "08286194777577155911"
"221403200412192186", "28462888669267030798"
"221403200412192186", "94176106954054352116"
"221403200412192186", "46641644274455134513"
"221403198111284798", "10463139584051457054"
"443621199512225791", "80162671741038660966"
"443621199512225791", "77568824115918063929"
"443621200704046820", "14719922320935541803"
"443621200704046820", "34072082468689121718"
"443621199805243201", "14820955344935565337"
"443621199805243201", "07346223086310751372"
"443403199107195057", "11415880675865330818"
"443403199107195057", "08605613610135276180"
"443403199107195057", "17342042675435715330"
"221621198501236308", "40721193303658101899"
"221621198501236308", "14659191040683757464"
"221621198501236308", "77568824115918063929"
"410621200603278535", "23459000896698164085"
"410621200603278535", "17342042675435715330"
"221403198602105392", "72492908426434953975"
"221403198602105392", "32740778166591413072"
"221621201001210979", "44137930534561215065"
"410403198410157386", "42261826458466299085"
"410403198410157386", "35961288545988562634"
"410403198410157386", "86983879662486105426"
"221403200701151282", "21132759747937034351"
"221403200701151282", "70649030270450637658"
"443621198804150829", "06631802277345457063"
"221621198102289553", "79157580915057719559"
"221621198102289553", "53413679360160287079"
"410621198603194086", "12350726455747104791"
"410621198603194086", "66601727456442930278"
"410621198803071604", "09625620889474945867"
"410621199512048916", "84023754208319258041"
"410621199512048916", "94176106954054352116"
"443403198901095206", "04103829693346781195"
"221621200803227800", "12361114218170392337"
"221621200803227800", "41567119398585997161"
"221621200803227800", "66601727456442930278"
"221621200803227800", "30077913945831955708"
"443403200404112983", "65856221783420529815"
"443403200404112983", "29913973074240381288"
"443403200404112983", "69887910950634407786"
"221403199104054214", "76956066101101706400"
"221403199104054214", "02695303332480078610"
"221403199104054214", "14203647019230092864"
"443621201004220234", "87972350497985502500"
"221621200101132861", "69681072703913336203"
"221621200101132861", "83919306476741300584"
"221621200101132861", "91122197239571121976"
"221621200101132861", "37858195929171510861"
"410403200011159637", "75216116094675373254"
"410403200011159637", "37425033698974166164"
"410403199610075310", "06648195087955436407"
"410403199610075310", "53356755119680199664"
"221621200511056299", "17584633278763797584"
"443403198307063223", "62800933619135977042"
"443403198307063223", "83919306476741300584"
"443403198307063223", "29913973074240381288"
"443403199010274078", "32317856760747386036"
"443403199010274078", "77048861373597020123"
"443403199010274078", "14126422478588521348"
"221621198911091093", "92824633451761723463"
"221621198911091093", "55599377523565959846"
"221621198911091093", "15963736045577692433"
"443621198005014727", "41567119398585997161"
"221621199902147056", "10640992587751737370"
"221621199902147056", "07710224693639234989"
"221621199902147056", "29104725565100215246"
"443621198012212688", "21295368642592426348"
"443621198012212688", "53356755119680199664"
"443621198012212688", "57521070162525607258"
"410621199803151480", "69637590057258604123"
"410621199803151480", "56582779578724316004"
"443403200912243905", "77569660868755165677"
"443403200912243905", "42899003754933463782"
"443403200912243905", "86983879662486105426"
"221403199007124428", "80162671741038660966"
"221403199007124428", "02761019985603894445"
"221403199007124428", "33362411121351927089"
"443621199104240910", "78284306205192938409"
"410621199711155481", "95765970595973357192"
"221621199306204821", "65856221783420529815"
"443403199802171557", "86983879662486105426"
"443403199907251899", "71045580026476656677"
"443621198208228648", "69681072703913336203"
"443621198208228648", "86049309034962695845"
"410621201012128987", "63530759022714235507"
"410621199806116049", "80835387324636216674"
"443621200807184393", "76789232634116270134"
"443621200807184393", "95820611512910663691"
"410403199910103593", "80473308123602753578"
"410403199910103593", "97614885603720967036"
"221621198312274819", "76789232634116270134"
"221621198312274819", "23459000896698164085"
"443621199204152524", "45200579519208663440"
"443621199204152524", "41335048711011863724"
"443621199204152524", "68206310296478477293"
"410403200704257733", "84270280848048347870"
"410403200704257733", "69887910950634407786"
"410621198605221024", "06218359016072475415"
"221621199108121775", "48677776162327438355"
"221621199108121775", "78909060354941267769"
"221621199108121775", "97530760281596583776"
"221621199108121775", "60182030140527327681"
"221403198209133386", "40512046296347960926"
"221403198209133386", "14126422478588521348"
"410621198710217985", "82614509783887179601"
"410621198710217985", "31826867378244988292"
"410621199201030618", "52155196055101870871"
"410621199201030618", "64950261329707091937"
"410621199201030618", "27716271540735566005"
"410621198404056904", "30492395914159613134"
"410621198404056904", "06535449935002972040"
"410621198404056904", "86049309034962695845"
"410621198308062971", "44828126342706873713"
"410621198308062971", "74062801947654263722"
"410403198004047414", "33025774753553152540"
"410403198004047414", "01153521024412140444"
"410403198004047414", "45967119674154610199"
"410621199608072537", "38611215527419394762"
"410621199608072537", "35961288545988562634"
"410621199608072537", "53720898602749192299"
"221621198410075751", "06631802277345457063"
"221621198410075751", "14659191040683757464"
"221403200404105256", "53855771808025121149"
"410403198404066285", "97217655570823362373"
"410403198404066285", "04450324956110293526"
"410403198404066285", "27269349171821199410"
"410621199005094854", "04103829693346781195"
"410403198411182317", "64950261329707091937"
"410403198411182317", "21132759747937034351"
"221621198207108749", "32317856760747386036"
"221621198207108749", "07707670750246379061"
"221403199208233085", "29913973074240381288"
"221403199208233085", "16530111995588504051"
"443403199507085169", "50455326572636524656"
"443403199507085169", "31826867378244988292"
"410621199901131388", "03101467434905020851"
"410621199901131388", "31491314037470360551"
"221621199305111957", "70755619654816676205"
"221621199305111957", "31491314037470360551"
"221621199305111957", "29165634451593201046"
"410621198507047152", "06535449935002972040"
"410621198507047152", "69124583522747350352"
"443621199306103194", "47358041533889563882"
"221621200907110240", "35385209177211672686"
"221621200907110240", "06535449935002972040"
"221621200907110240", "73829122456469314834"
"410621199311192877", "27269349171821199410"
"410621199311192877", "65296993318744572614"
"443621199402187916", "69681072703913336203"
"443621199402187916", "88000013106480496150"
"443621200504097243", "88930132041875809805"
"443621200504097243", "09297851374795359996"
"221403199909013220", "30345195655739613206"
"221403199909013220", "57043153302328460772"
"221403199909013220", "86220435372226464096"
"221403199909013220", "71438770647759997664"
"410621200710230284", "66599645275452344449"
"410621200710230284", "79797782322942877466"
"410621200708210763", "32317856760747386036"
"410621200708210763", "35961288545988562634"
"221403198506241458", "20595010749802635429"
"410403199607217633", "65597008904555638201"
"410403199607217633", "97614885603720967036"
"410621199705215113", "30345195655739613206"
"410621199705215113", "13834631267514900330"
"443403200806278824", "49671134294398389760"
"443403200806278824", "22350091268339656583"
"443403200806278824", "61906015054995108991"
"221403198004160734", "07346223086310751372"
"221403198004160734", "97396662817309749090"
"410621199608127768", "79157580915057719559"
"410621199608127768", "29165634451593201046"
"443621198802188621", "86056827605600460334"
"221403200008284617", "37007485146962817183"
"221403200008284617", "70649030270450637658"
"443403199512279210", "04103829693346781195"
"443403199512279210", "19025241014728414629"
"221403198307097741", "72492908426434953975"
"221403198307097741", "81907653077423796255"
"221403200603145768", "69536357262166247322"
"221403200603145768", "98700466152992011434"
"410403201009129853", "63695298034165335689"
"410403201009129853", "59150646909889994499"
"410403201009129853", "04563881194343148202"
"410403201009129853", "94340168977376598114"
"410621200606254761", "49671134294398389760"
"410621200606254761", "77591550110955025190"
"221621199007097027", "70755619654816676205"
"221621199007097027", "91468235846577616464"
"410621199602263491", "45477869849228424927"
"443403201002135461", "26635287486829675174"
