cust_customID, depo_cusA_accountIDX
"443621198706131982", "33932540302677778775"
"443621198706131982", "32911400461575337637"
"443403199510098452", "30280984377001952015"
"443403199510098452", "68974503737126139614"
"443403199510098452", "27497690044063592900"
"443403200310011658", "54629276180220988732"
"410403200802030954", "68786501505839933288"
"221621200306252837", "03018001358159570222"
"221621200306252837", "45969985197659869941"
"410403198903055353", "58969900650913664544"
"410403198903055353", "04103377241638496375"
"410403198903055353", "29176284009617414379"
"221403198010202462", "28256998050159985752"
"443621200710138479", "65615440942359578193"
"443621200710138479", "01516492941947583758"
"443621200710138479", "77154513845261993437"
"443403199312110421", "77236651618116960860"
"443403199312110421", "17420975840117965635"
"410403200804140452", "12673893581109242888"
"410403200804140452", "23119940586640942503"
"410403200804140452", "21974606867884201608"
"221403199105228231", "15534054011738630208"
"410621200207022162", "39714235741500298504"
"410621200207022162", "72931838546062573781"
"410621200207022162", "17359396277376004967"
"221403199506190467", "92541842215479378928"
"221403199506190467", "44652055838639191457"
"221403199506190467", "02454434606230706179"
"410621200902119626", "77617338258015401931"
"410621200902119626", "34443960991121421776"
"410621200902119626", "34332027616547200374"
"410403199705044917", "67823806485009333731"
"410403199705044917", "28256998050159985752"
"410403199705044917", "60488727174819611372"
"410403199705044917", "73335391675925317736"
"443403199802278198", "74568418288206953952"
"443403199802278198", "87030213021489737825"
"443403199703087665", "61435547100855950058"
"221621199909280155", "67980391136186027014"
"221621199909280155", "36399774812505438610"
"221621199909280155", "27497690044063592900"
"443403201003129159", "84225576613047244217"
"443403198202146608", "36304354048065502247"
"221403198606036722", "63735795985846042922"
"221403198606036722", "18711837149884420629"
"443621198107074516", "39714235741500298504"
"443621198107074516", "92118097432153994692"
"443621200008240552", "02371887091136081695"
"443621200008240552", "64135314737304318421"
"410403199311021753", "02692701860512716629"
"410403199311021753", "31281148030630502950"
"410403200210232481", "76310885752036197093"
"410403200210232481", "75353528553113835172"
"410403200210232481", "84158176832933590392"
"443403199506232671", "33050279209613036754"
"410621200609226124", "65262127646551597913"
"410403201010247825", "00488849024003630651"
"410403201010247825", "58589148845277886881"
"410403201010247825", "23765530776618398601"
"443403198808040586", "67980391136186027014"
"443403198711263712", "97259229649779679109"
"443403198711263712", "52704388065134068741"
"221621200510160844", "88980578083453748820"
"221621200510160844", "16743477763412296102"
"221621200510160844", "77236651618116960860"
"221621198801231778", "31285198912476377856"
"221621198801231778", "23962419875341437523"
"443621200605022485", "25096191363240607615"
"443621200605022485", "63612698035222810124"
"410403198704093288", "11201496049518245830"
"410403198704093288", "35713458112314040371"
"410621200802283881", "60339990554046142364"
"410621200802283881", "30721550762473401379"
"410621200712255676", "25676044857253885142"
"410621200712255676", "06604535911398340719"
"443621198212181538", "87281720701663976939"
"443621198212181538", "48907623537515348929"
"221621199201068327", "59587720681934098811"
"221621199201068327", "67305817082344788004"
"221403200103052902", "11077488599533014930"
"443403198409100587", "70152764212722032365"
"443621200807118676", "10660262739174874814"
"410621199607148980", "54531094004630908314"
"410621199607148980", "57353626113671228434"
"221621200606204921", "33258674571738492656"
"221621200606204921", "29539741427419136314"
"443403200605289464", "17422767648452807086"
"443403200605289464", "58654253745359076415"
"443621198510201042", "67425089674595434058"
"443621198510201042", "63735795985846042922"
"443621198510201042", "33462855495320811946"
"410403198910189665", "30280984377001952015"
"410403198910189665", "67425089674595434058"
"410403198910189665", "57353626113671228434"
"221621200711139756", "67448388056930528046"
"221621200711139756", "84566552884792555294"
"221621199303025645", "83739191491533400696"
"221403200612125704", "12673893581109242888"
"221403200612125704", "70152764212722032365"
"221403200612125704", "87891631090535751594"
"443621200301126897", "35713458112314040371"
"410403200607161691", "01516492941947583758"
"410621200508087755", "98607050387968297595"
"410621200508087755", "87281720701663976939"
"410621200508087755", "28003421234870180257"
"221403200412192186", "58616951150944348681"
"221403198111284798", "47102680787115571209"
"443621199512225791", "32446696513672721901"
"443621199512225791", "33720407359160585016"
"443621200704046820", "19741862325836708662"
"443621200704046820", "75353528553113835172"
"443621199805243201", "63068541641359276145"
"443403199107195057", "83492776927604255325"
"443403199107195057", "10660262739174874814"
"221621198501236308", "30280984377001952015"
"221621198501236308", "57238397111646513559"
"221403198602105392", "03686492811222970786"
"221403198602105392", "54933284887659106566"
"221621201001210979", "57363831335919149667"
"221621201001210979", "17359396277376004967"
"410403198410157386", "18998460606834408032"
"410403198410157386", "57244078915278010431"
"221403200701151282", "43707092387107443800"
"443621198804150829", "10545799244612337208"
"443621198804150829", "42580474992897541162"
"443621198804150829", "87891631090535751594"
"221621198102289553", "16959853405834011301"
"410621198603194086", "15566007696700524126"
"410621198603194086", "58665818376641323207"
"410621198803071604", "18998460606834408032"
"410621199512048916", "58565303414665866689"
"410621199512048916", "51866734189777452704"
"443403198901095206", "63753141684155127933"
"221621200803227800", "18007906381683742134"
"221621200803227800", "60488727174819611372"
"443403200404112983", "72736366891044014526"
"443403200404112983", "15811416197466189310"
"443403200404112983", "37258065953490152094"
"221403199104054214", "82177188301387215672"
"221403199104054214", "35802924141043820119"
"221403199806084466", "75353528553113835172"
"221403199806084466", "00975953102697284605"
"443621201004220234", "16438577817736669215"
"443621201004220234", "66811360588370438771"
"221621200101132861", "25096191363240607615"
"410403199610075310", "89964440660027893234"
"221621200511056299", "18131763432363200943"
"221621200511056299", "72572760083474861198"
"443403198307063223", "60834401617553342265"
"443403198307063223", "72931838546062573781"
"443403199010274078", "62322191629948735560"
"443403199010274078", "63735795985846042922"
"410621198702276359", "37488796479040779022"
"410621198702276359", "31281148030630502950"
"221621200103112457", "39251184787295556746"
"221621200103112457", "03018001358159570222"
"410403198801289964", "28003421234870180257"
"443621198005014727", "03524756066348789456"
"221621199902147056", "59507027803483790537"
"221621199902147056", "59546096328391239250"
"443621198012212688", "58654253745359076415"
"443621198012212688", "32911400461575337637"
"443403200912243905", "44565842995176839633"
"221403199007124428", "97559464486111041542"
"443621199104240910", "48750525999047936718"
"443621199104240910", "52652510895395236491"
"443621199104240910", "23080410920362895347"
"443621199104240910", "11077488599533014930"
"410621199711155481", "90601315432013353799"
"221621199306204821", "29410069762620789550"
"443403199802171557", "94002515414199408083"
"221403198512263458", "31275332263718564431"
"221403198512263458", "45491022276039785287"
"221403198512263458", "64799274606451388679"
"443403199907251899", "11201496049518245830"
"443403199907251899", "58890401012028137899"
"443403199907251899", "57353626113671228434"
"443621198208228648", "31285198912476377856"
"443621198208228648", "57238397111646513559"
"443621198208228648", "77154513845261993437"
"410621201012128987", "89614249393381826555"
"410621199806116049", "51866734189777452704"
"410621199305134848", "47102680787115571209"
"410621199305134848", "58654253745359076415"
"410621199305134848", "27497690044063592900"
"410403198105203082", "60339990554046142364"
"410403198105203082", "37678783176159661600"
"443621200807184393", "60834401617553342265"
"410403199910103593", "90781462552635586853"
"410403199910103593", "12069209923988298027"
"410403199910103593", "32911400461575337637"
"221621198312274819", "11077488599533014930"
"443621199204152524", "40044366628148400540"
"443621199204152524", "92118097432153994692"
"410403200704257733", "75854804826113170679"
"410403200704257733", "04557017937230453383"
"410621198605221024", "04121004351216922299"
"410621198605221024", "03187365507085402852"
"410621198605221024", "58665818376641323207"
"221621199108121775", "43306783912234419484"
"221621199108121775", "70152764212722032365"
"221621199108121775", "05556053134008203789"
"221403199711270525", "54793888178565930934"
"221403198209133386", "97259229649779679109"
"221403198209133386", "73244434698911532599"
"221403198209133386", "57244078915278010431"
"410621199201030618", "25030489200565373463"
"410621198404056904", "09690093433160566683"
"410621198308062971", "44804482398934904350"
"410621198308062971", "46068529545507553330"
"410621198308062971", "98800769203172088244"
"410621198308062971", "11188385206755881441"
"410403198004047414", "85308095642120220941"
"410403198004047414", "87030213021489737825"
"410621199608072537", "54629276180220988732"
"221403200404105256", "11041269221299781808"
"410403198404066285", "64386906016487450474"
"410403198404066285", "29539741427419136314"
"410621199005094854", "37488796479040779022"
"410621199005094854", "38408237911021767425"
"410403198411182317", "63068541641359276145"
"410403198411182317", "28256998050159985752"
"410403198411182317", "25676044857253885142"
"221621198207108749", "68786501505839933288"
"221621198207108749", "74454006789907560896"
"221403199208233085", "57973016670217299963"
"443403199507085169", "67980391136186027014"
"443403199507085169", "05471989791498381808"
"443403199507085169", "01367959224766723645"
"443403198812276975", "14405670403589272937"
"410621199901131388", "34168519316247793943"
"410621199901131388", "32655905540352750204"
"221621199305111957", "84372702811033451592"
"221621200202219456", "67425089674595434058"
"410621198507047152", "28876184727981368840"
"410621198507047152", "04121004351216922299"
"410621198507047152", "89964440660027893234"
"410621198507047152", "16968138900868727770"
"443621199306103194", "66589784328795082244"
"443621199306103194", "32973494950587755795"
"221621200907110240", "37277711424423356096"
"410621199311192877", "86632175287646403430"
"410621199311192877", "22379324798330132786"
"410621199311192877", "83492776927604255325"
"410621199311192877", "57973016670217299963"
"443621199402187916", "45522741738061553955"
"443621200504097243", "71700337251013474152"
"443621200504097243", "58969900650913664544"
"221403199909013220", "79044815877453578774"
"221403199909013220", "18129343409957470563"
"221403199909013220", "86552136944124407398"
"410621200710230284", "13736651893143244637"
"410621200708210763", "70152764212722032365"
"221403198506241458", "18007906381683742134"
"221403198506241458", "16959853405834011301"
"221403198506241458", "03681692813039853049"
"410403199607217633", "30461202539345213542"
"410403199607217633", "94002515414199408083"
"410403199607217633", "75353528553113835172"
"410403199607217633", "13736651893143244637"
"410621199705215113", "30923710593414575236"
"443403200806278824", "24536104868057439608"
"221403198004160734", "65615440942359578193"
"221403198004160734", "06800035024273360527"
"410621199608127768", "21523896692523781626"
"410621199608127768", "95436127667280527533"
"221403200008284617", "20703647976386070769"
"443403199512279210", "72451869901114967185"
"221403198307097741", "36304354048065502247"
"410403201009129853", "25096191363240607615"
"410403201009129853", "46465369824664330741"
"410621200606254761", "31285198912476377856"
"221621199007097027", "19741862325836708662"
"221621199007097027", "66589784328795082244"
"221621199007097027", "98800769203172088244"
"221621199007097027", "70377354313212895930"
"410621199602263491", "50671573401141986780"
"410621199602263491", "27855852812736832724"
"443403201002135461", "15566007696700524126"
"443403201002135461", "17438928897299851330"
