cust_customID, depo_cusA_accountIDX
"410403198811059591", "85655453486374800149"
"410621198205020484", "37640192257916749636"
"410621198205020484", "15558016546308737350"
"410403198505263574", "83674637864525069310"
"410403198505263574", "99162462827997760800"
"443621198711171702", "07632482559207021483"
"443621198711171702", "67783583148468661060"
"221621198602160428", "79972832644317234519"
"443621201007027473", "60843386624602716585"
"443621201007027473", "78752610899878030032"
"410403200208237975", "78222521160213742345"
"410403200208237975", "37867942905064485635"
"221403200501137901", "45635222477204974872"
"221403200501137901", "35435555939470315840"
"221621199501136082", "35307236474379708810"
"443621199812042271", "46776886309034484806"
"443621199812042271", "47146072581010163705"
"443403199610210897", "74976317274477632611"
"443403199610210897", "09060640745093064081"
"443403200807178572", "15505225924013974060"
"410403200001098946", "48296657869261767974"
"410403200705112649", "46776886309034484806"
"410403198605266831", "92653527315227510927"
"443403200905091264", "37640192257916749636"
"443403200905091264", "96007331904041362999"
"443403201006046991", "18835450644537293713"
"443403201006046991", "15558016546308737350"
"221621198608221900", "05243495103376369554"
"221621198608221900", "68183947695140937312"
"221403199905088345", "94805989556015847560"
"443621201009109006", "66321889031469058034"
"443621201009109006", "63624677690161880232"
"443621201009109006", "90304209614161510428"
"443403198605092129", "73750446895130097835"
"443403198605092129", "11275888547760701663"
"443621199003160362", "66944364130527282477"
"443621199003160362", "05927636849803420845"
"221403199101115196", "17224669826313266542"
"443621198410257981", "89641907209891201315"
"410403198509129303", "00014799501014967129"
"410403198509129303", "90763921502123060908"
"221403200408109712", "45879153154271424255"
"221403200408109712", "41711032362752169347"
"221403200408109712", "32612189870178876926"
"221403200302224377", "91599570385268684277"
"221403200302224377", "42858943681338890219"
"221621198609044626", "57040339447128925089"
"221621198609044626", "14934362191406688260"
"443621199501025656", "42821560480370029163"
"410403198303146171", "51029823228374351141"
"410403198303146171", "34107240574858198617"
"410621200608095369", "41104108254472287081"
"410621200412240863", "85447772624119342821"
"410621200412240863", "57040339447128925089"
"410621200412240863", "17224669826313266542"
"443403199312232752", "08790921131993881560"
"443403199312232752", "42966153788043037230"
"221621200802015478", "11966115461923540696"
"221403200208013278", "79972832644317234519"
"221621199106028229", "28952924298266984843"
"410621198012039469", "90763921502123060908"
"443403200812129132", "85655453486374800149"
"443403200912244706", "05243495103376369554"
"443403200912244706", "75769433576231422874"
"443403200912244706", "40881873462683262167"
"221403200110163589", "94805989556015847560"
"410621200705097151", "75769433576231422874"
"443621200903082525", "99515603594211294571"
"443621200903082525", "79972832644317234519"
"410621198801147984", "16241329081949652867"
"410621198109113611", "29480024097009227875"
"410621198109113611", "29792334510065218494"
"410621198109113611", "90120295875458289130"
"410403200505113884", "91599570385268684277"
"410403200505113884", "71079765182153970164"
"221403198610263338", "25775502579730331716"
"221403198610263338", "57281853701134365694"
"443403200606135639", "92177395189638394919"
"443403200606135639", "14934362191406688260"
"221621199604028775", "55273246497200408300"
"221621198001270058", "66096900965466949821"
"221403199209102768", "57674465698805583789"
"221403199209102768", "31943785368924056540"
"221403200004012077", "22924125992254947679"
"221403200004012077", "03213082658392828664"
"443403199611223354", "38732997872604180745"
"443403199611223354", "82488132815928600691"
"443403199611223354", "24610719030363327497"
"443403200303230921", "30494617939017523654"
"410621199204224555", "41674850188158354004"
"221621199005093746", "53699768759834489254"
"221621199005093746", "10843567041672253978"
"443403198006100902", "63624677690161880232"
"443403198006100902", "67783583148468661060"
"410621199005190404", "50896163530380761156"
"410621199005190404", "17224669826313266542"
"221403199809144753", "53556090333586993988"
"443621200503103905", "15558016546308737350"
"443621200201066500", "30683555472935247478"
"410621200803058491", "50896163530380761156"
"410403199707012425", "25775502579730331716"
"410403199707012425", "64640785275221848026"
"410621200601218107", "14163870626268133087"
"221621198602279922", "45635222477204974872"
"221621198602279922", "18470966663400875812"
"443621200402024401", "12690359105731878888"
"443621200402024401", "11275888547760701663"
"443621200102046425", "49181391173344634835"
"443621200102046425", "28270953742494035630"
"443403199010150680", "86806594277815920436"
"443403200202201039", "90304209614161510428"
"410621198106029903", "25009056268869059743"
"410621198106029903", "23462087386895932962"
"221621198904192496", "82068440737050659509"
"221621198904192496", "90304209614161510428"
"443621198804216412", "14064952780034869107"
"443403199505197163", "57674465698805583789"
"443403199505197163", "85074573771451241936"
"443403199505197163", "37867942905064485635"
"410403198912177718", "45879153154271424255"
"443403198004013756", "28832007541099014470"
"410621199007095102", "35870980479694796219"
"410621200710151734", "12690359105731878888"
"410621200710151734", "18470966663400875812"
"443621199906286864", "08790921131993881560"
"443621199906286864", "40019630862779157750"
"221403200703023814", "48523109994681651694"
"221403200703023814", "26189497478207516988"
"410621200202118844", "08391596613294700438"
"221621198312269660", "32695176467883561187"
"221621198312269660", "96007331904041362999"
"443403198709142777", "64198401808496837786"
"443403198709142777", "85655453486374800149"
"221403201007122095", "21836316466953169122"
"221403201007122095", "80976676598121738357"
"221621198704257208", "66944364130527282477"
"410621200511010898", "18835450644537293713"
"410403200103039668", "25009056268869059743"
"410403200103039668", "89917035903571753657"
"443621199602153198", "71432179418953452329"
"221403198508037028", "21836316466953169122"
"221403198508037028", "90304209614161510428"
"221621199702061210", "36561347571634324831"
"221621199702061210", "79740596981808056666"
"410621199411018104", "99515603594211294571"
"410621198904177413", "31313666860852072522"
"410621198904177413", "25154887109476047236"
"221403198108196527", "31943785368924056540"
"221403198108196527", "25005018562981592859"
"410621199912262380", "90120295875458289130"
"221621200407243598", "78466957121059996916"
"221621200407243598", "36561347571634324831"
"410403198109174136", "48296657869261767974"
"410403198109174136", "06039171201731204049"
"410621200811187188", "83674637864525069310"
"410621200811187188", "93618615917142614215"
"410403199303093334", "91665266983356054090"
"410403199303093334", "72095874297718714198"
"410403199303093334", "97078005078421178585"
"221621200001223434", "25005018562981592859"
"221621199910206601", "99515603594211294571"
"221621199910206601", "30494617939017523654"
"443403198003134090", "42022121104614947016"
"443403198003134090", "29792334510065218494"
"443403198003134090", "23772978301406887742"
"221403200401123668", "32695176467883561187"
"221403200401123668", "75769433576231422874"
"443621200704091941", "64198401808496837786"
"410621198902259450", "60989394608608071346"
"443403200604122462", "62322843029859751675"
"443403200004107027", "77728774226608713882"
"443403199206102139", "31854698115878081218"
"410403200302071718", "75769433576231422874"
"410621199511063521", "59749048392870123890"
"410621199511063521", "30683555472935247478"
"443403199208071725", "82709401559150827647"
"443403199208071725", "36534061268540343761"
"443403199208071725", "25154887109476047236"
"410403199002029235", "59145994383514925118"
"410403199002029235", "49136123487766982791"
"221403200601286584", "66944364130527282477"
"221621198507080588", "21836316466953169122"
"410403201007260098", "30494617939017523654"
"443403198909139437", "85447772624119342821"
"443403198909139437", "26189497478207516988"
"443403198909139437", "22884813777118593784"
"410403200109051188", "36283972527650328712"
"443621198901099102", "96720950998516974706"
"221403200409220088", "68183947695140937312"
"221403200409220088", "90120295875458289130"
"410621199605278295", "53699768759834489254"
"410621199605278295", "71460057075215565546"
"443621200709058241", "76443948851144904339"
"443621200709058241", "89654555257085423498"
"443621200709058241", "35372421522924311693"
"221621198903172368", "70536297014566411301"
"221621198903172368", "14934362191406688260"
"410621199507235011", "03679882461370593783"
"410621199507235011", "59465321731724074458"
"221621199702165388", "79709528752876862937"
"443403198504153722", "24748394914035647395"
"443403198504153722", "79843167887741715255"
"443403198504153722", "99892743818432352100"
"221621199208265201", "00626284992918538501"
"221621199208265201", "94586287772347560392"
"410403198101205204", "42022121104614947016"
"410403199711243089", "81615163091467109897"
"410403199711243089", "89199077277382948402"
"221403199912093924", "32215528915965677323"
"221403199608136411", "58467046386516744979"
"410403198909020483", "61095849974349332048"
"410403198909020483", "88575721444519710286"
"221403200511077945", "51029823228374351141"
"221403199207031961", "61095849974349332048"
"221403200006080344", "42022121104614947016"
"221403200006080344", "60893339039759068519"
"443621200307140268", "82184126523374660653"
"221621199604257046", "98316249207705422814"
"221621199604257046", "56819049603021398350"
"221621200202176940", "85074573771451241936"
"221621200202176940", "53893991318974879005"
"410621200603099964", "82184126523374660653"
"410621200603099964", "60834339205776475820"
"410621200603099964", "03912398930735606739"
"410403199401151457", "67590970252695147594"
"221621200311208448", "57693635419506676392"
"221621200311208448", "35372421522924311693"
