accountIDX, bran_branchName, staf_staffID, remain, visitTime, openTime
"89603092177754011771", "SHB", "443621200111273454", 113564, "2019-06-12", "2012-12-21"
"61172884705454622593", "AHB", "410403198110069692", 135730, "2019-06-12", "2012-12-21"
"57670579776275646305", "AHB", "443403199411045326", 54598, "2019-06-12", "2012-12-21"
"47281287046216853293", "AHB", "443403199502132669", 40511, "2019-06-12", "2012-12-21"
"80426143792132257317", "BJB", "221403200404286183", 99931, "2019-06-12", "2012-12-21"
"92177395189638394919", "AHB", "443403198408124005", 114789, "2019-06-12", "2012-12-21"
"94397208527804142264", "SHB", "443621199307222546", 121551, "2019-06-12", "2012-12-21"
"63624677690161880232", "BJB", "410403198905094393", 102675, "2019-06-12", "2012-12-21"
"94653427922836760258", "AHB", "221403199010127986", 197586, "2019-06-12", "2012-12-21"
"65075915197927208335", "BJB", "410621199903138486", 103411, "2019-06-12", "2012-12-21"
"41994432336273650909", "BJB", "410403199208254078", 55711, "2019-06-12", "2012-12-21"
"69723870880266822859", "SHB", "221403199010127986", 109103, "2019-06-12", "2012-12-21"
"71105620799981809288", "SHB", "410621200107276415", 132396, "2019-06-12", "2012-12-21"
"72836907665198983741", "AHB", "443621198104049794", 61277, "2019-06-12", "2012-12-21"
"32695176467883561187", "AHB", "221403199302044423", 13954, "2019-06-12", "2012-12-21"
"02198466250511158462", "BJB", "221621198905107539", 176347, "2019-06-12", "2012-12-21"
"92653527315227510927", "BJB", "221403200610051414", 138889, "2019-06-12", "2012-12-21"
"31053034764874896566", "BJB", "410403199208254078", 69796, "2019-06-12", "2012-12-21"
"36130832455257208292", "AHB", "410621200107276415", 177699, "2019-06-12", "2012-12-21"
"05227805885716849686", "AHB", "410403200009044801", 149437, "2019-06-12", "2012-12-21"
"58292740444847005159", "SHB", "221403200404286183", 124356, "2019-06-12", "2012-12-21"
"25005018562981592859", "SHB", "443403198808289122", 106839, "2019-06-12", "2012-12-21"
"17437662963409746231", "AHB", "443403200608115886", 116914, "2019-06-12", "2012-12-21"
"39435313597924420725", "AHB", "443403198808289122", 168325, "2019-06-12", "2012-12-21"
"85074573771451241936", "BJB", "410403198905094393", 28937, "2019-06-12", "2012-12-21"
"93770335815089924471", "SHB", "410403200902155550", 181818, "2019-06-12", "2012-12-21"
"28958679873168591085", "SHB", "221621198905107539", 363, "2019-06-12", "2012-12-21"
"26635775394733773492", "AHB", "443621199303106726", 179015, "2019-06-12", "2012-12-21"
"28952924298266984843", "AHB", "410403200810132805", 117083, "2019-06-12", "2012-12-21"
"43876593144236958384", "BJB", "410403200810132805", 91530, "2019-06-12", "2012-12-21"
"09060640745093064081", "BJB", "410403198905094393", 106742, "2019-06-12", "2012-12-21"
"04458739099368762785", "AHB", "443403200802209764", 55166, "2019-06-12", "2012-12-21"
"91925915987794356603", "AHB", "410403200012268324", 189787, "2019-06-12", "2012-12-21"
"80372580654680416264", "BJB", "410621198601216198", 141045, "2019-06-12", "2012-12-21"
"18847926247361634857", "BJB", "443403200504107319", 170794, "2019-06-12", "2012-12-21"
"45873032240406959479", "SHB", "410403199208254078", 141781, "2019-06-12", "2012-12-21"
"25009056268869059743", "AHB", "410403198110069692", 196547, "2019-06-12", "2012-12-21"
"98316249207705422814", "AHB", "443403200502188701", 175544, "2019-06-12", "2012-12-21"
"42821560480370029163", "SHB", "443621199502011295", 14674, "2019-06-12", "2012-12-21"
"31357154601992280274", "SHB", "221403200610051414", 158544, "2019-06-12", "2012-12-21"
"65961066256517666349", "SHB", "221403199302044423", 145071, "2019-06-12", "2012-12-21"
"98446007870510580185", "BJB", "443403199502132669", 47852, "2019-06-12", "2012-12-21"
"34107240574858198617", "BJB", "443403198808289122", 127178, "2019-06-12", "2012-12-21"
"61527913208671249415", "AHB", "443403200504107319", 149687, "2019-06-12", "2012-12-21"
"39481319220451266123", "BJB", "221403199010127986", 135289, "2019-06-12", "2012-12-21"
"05243495103376369554", "AHB", "410403200903245450", 77092, "2019-06-12", "2012-12-21"
"51094394702824415017", "BJB", "410403200012268324", 44487, "2019-06-12", "2012-12-21"
"60843386624602716585", "BJB", "443403198808289122", 154195, "2019-06-12", "2012-12-21"
"94805989556015847560", "AHB", "410403200810132805", 194948, "2019-06-12", "2012-12-21"
"27136862884406011421", "SHB", "443621199303106726", 138925, "2019-06-12", "2012-12-21"
"17950462610381454331", "AHB", "410621198001281934", 123017, "2019-06-12", "2012-12-21"
"24851369222267678646", "AHB", "410403200810132805", 77528, "2019-06-12", "2012-12-21"
"78466957121059996916", "AHB", "410403200810132805", 168776, "2019-06-12", "2012-12-21"
"89273858045383697942", "BJB", "443403200608115886", 160189, "2019-06-12", "2012-12-21"
"78222521160213742345", "BJB", "443403198808289122", 25357, "2019-06-12", "2012-12-21"
"41104108254472287081", "BJB", "443621199303106726", 70969, "2019-06-12", "2012-12-21"
"99177679569174597455", "SHB", "410403200009044801", 2816, "2019-06-12", "2012-12-21"
"26206251020281727608", "AHB", "410403198905094393", 33106, "2019-06-12", "2012-12-21"
"06844772758987389511", "BJB", "22140320021103x", 59263, "2019-06-12", "2012-12-21"
"84115293530462234548", "AHB", "443403200502188701", 12132, "2019-06-12", "2012-12-21"
"93104070241637912556", "BJB", "410621198206245812", 127493, "2019-06-12", "2012-12-21"
"66102704398753889175", "AHB", "221403200610051414", 1551, "2019-06-12", "2012-12-21"
"21365720321366194754", "BJB", "221403200005044099", 81430, "2019-06-12", "2012-12-21"
"51029823228374351141", "AHB", "221403198109280618", 174047, "2019-06-12", "2012-12-21"
"95916039792626178910", "AHB", "221403200901180086", 75898, "2019-06-12", "2012-12-21"
"42974069728549871961", "BJB", "410403200012268324", 151253, "2019-06-12", "2012-12-21"
"22326109709773346003", "SHB", "221403199302044423", 30275, "2019-06-12", "2012-12-21"
"67783583148468661060", "SHB", "221403200610051414", 6646, "2019-06-12", "2012-12-21"
"37811693591991116378", "BJB", "221403200404286183", 145669, "2019-06-12", "2012-12-21"
"57040339447128925089", "BJB", "443621198104049794", 22408, "2019-06-12", "2012-12-21"
"75663047886915277053", "SHB", "443403198702259772", 107408, "2019-06-12", "2012-12-21"
"12033720801466730705", "AHB", "221403200404286183", 178665, "2019-06-12", "2012-12-21"
"99515603594211294571", "AHB", "221621198905107539", 167352, "2019-06-12", "2012-12-21"
"41472339281816610752", "AHB", "221403199302044423", 39185, "2019-06-12", "2012-12-21"
"74976317274477632611", "AHB", "410403198110069692", 5927, "2019-06-12", "2012-12-21"
"11275888547760701663", "BJB", "221403200610051414", 158434, "2019-06-12", "2012-12-21"
"41674850188158354004", "AHB", "410403200810132805", 183015, "2019-06-12", "2012-12-21"
"59903766059476494200", "BJB", "443621199307222546", 138876, "2019-06-12", "2012-12-21"
"54863170145732314181", "AHB", "221403199010127986", 75154, "2019-06-12", "2012-12-21"
"43590435014253570695", "AHB", "443403200504107319", 192312, "2019-06-12", "2012-12-21"
"89641907209891201315", "BJB", "221403200304063143", 81146, "2019-06-12", "2012-12-21"
"15558016546308737350", "SHB", "22140320021103x", 131796, "2019-06-12", "2012-12-21"
"47146072581010163705", "SHB", "410403200309021976", 115129, "2019-06-12", "2012-12-21"
"49181391173344634835", "AHB", "221403199302044423", 134324, "2019-06-12", "2012-12-21"
"21415035621831459798", "SHB", "221403198109280618", 155837, "2019-06-12", "2012-12-21"
"90645070867192268441", "AHB", "410403199208254078", 194457, "2019-06-12", "2012-12-21"
"67987810766803665413", "BJB", "410621198206245812", 13016, "2019-06-12", "2012-12-21"
"32215528915965677323", "SHB", "221403199302044423", 10854, "2019-06-12", "2012-12-21"
"41711032362752169347", "BJB", "443621198104049794", 166830, "2019-06-12", "2012-12-21"
"98742948257646464764", "SHB", "443403198808289122", 84607, "2019-06-12", "2012-12-21"
"54092439553618284010", "SHB", "443403199303218224", 168963, "2019-06-12", "2012-12-21"
"37867942905064485635", "SHB", "410403200810132805", 56558, "2019-06-12", "2012-12-21"
"08790921131993881560", "BJB", "221403198109280618", 117634, "2019-06-12", "2012-12-21"
"84065787207280445351", "SHB", "443403199502132669", 153375, "2019-06-12", "2012-12-21"
"30683555472935247478", "SHB", "443621199502011295", 196522, "2019-06-12", "2012-12-21"
"91599570385268684277", "AHB", "410621198601216198", 111881, "2019-06-12", "2012-12-21"
"19142404541537594001", "SHB", "221403200610051414", 198596, "2019-06-12", "2012-12-21"
"85655453486374800149", "SHB", "410403200009044801", 91157, "2019-06-12", "2012-12-21"
"37205840177283690557", "BJB", "221403198109280618", 142630, "2019-06-12", "2012-12-21"
"47431596375157811934", "AHB", "221403199010127986", 17214, "2019-06-12", "2012-12-21"
"18236968790857972973", "SHB", "410403200012268324", 121386, "2019-06-12", "2012-12-21"
"37640192257916749636", "AHB", "221403200404286183", 91186, "2019-06-12", "2012-12-21"
"03812445204532597726", "BJB", "410403200902155550", 122202, "2019-06-12", "2012-12-21"
"86342292070186928902", "AHB", "410403199709172224", 184614, "2019-06-12", "2012-12-21"
"83674637864525069310", "AHB", "221403198109280618", 6608, "2019-06-12", "2012-12-21"
"99162462827997760800", "SHB", "410403198110069692", 130370, "2019-06-12", "2012-12-21"
"37703296665634804727", "AHB", "410403198905094393", 194781, "2019-06-12", "2012-12-21"
"07632482559207021483", "AHB", "221403199010127986", 137696, "2019-06-12", "2012-12-21"
"12244202498357920169", "BJB", "410621200601076250", 167688, "2019-06-12", "2012-12-21"
"79972832644317234519", "BJB", "221403200901180086", 154779, "2019-06-12", "2012-12-21"
"39275097725535055521", "AHB", "221403199302044423", 149990, "2019-06-12", "2012-12-21"
"30319239570521644122", "SHB", "221403199010127986", 187574, "2019-06-12", "2012-12-21"
"78752610899878030032", "SHB", "221621198905107539", 109871, "2019-06-12", "2012-12-21"
"97976235333918317779", "AHB", "443403199502132669", 78068, "2019-06-12", "2012-12-21"
"45635222477204974872", "AHB", "410403200903245450", 27955, "2019-06-12", "2012-12-21"
"35435555939470315840", "BJB", "x", 198028, "2019-06-12", "2012-12-21"
"37299048309072515051", "SHB", "410403198905094393", 59127, "2019-06-12", "2012-12-21"
"72405081101120930927", "AHB", "221403200610051414", 112056, "2019-06-12", "2012-12-21"
"48296657869261767974", "AHB", "443403198408124005", 1465, "2019-06-12", "2012-12-21"
"54593270181013241991", "BJB", "410403200009044801", 27296, "2019-06-12", "2012-12-21"
"65593169750509824494", "AHB", "410403200810132805", 182707, "2019-06-12", "2012-12-21"
"83385569642145474215", "SHB", "443403199502132669", 80271, "2019-06-12", "2012-12-21"
"96007331904041362999", "BJB", "410403200810132805", 186504, "2019-06-12", "2012-12-21"
"28833722265000329824", "BJB", "443621198104049794", 61714, "2019-06-12", "2012-12-21"
"58278345433140121056", "AHB", "410403200309021976", 190227, "2019-06-12", "2012-12-21"
"18835450644537293713", "AHB", "410621199903138486", 10949, "2019-06-12", "2012-12-21"
"68183947695140937312", "BJB", "410621198206245812", 63051, "2019-06-12", "2012-12-21"
"80944592356951499016", "BJB", "443621200111273454", 72388, "2019-06-12", "2012-12-21"
"66321889031469058034", "AHB", "221403198109280618", 190036, "2019-06-12", "2012-12-21"
"90304209614161510428", "SHB", "443403200504107319", 163299, "2019-06-12", "2012-12-21"
"99502701505238939847", "BJB", "443403200608115886", 58585, "2019-06-12", "2012-12-21"
"66944364130527282477", "BJB", "221403200304063143", 77586, "2019-06-12", "2012-12-21"
"79340945044239133317", "BJB", "443403200502188701", 106679, "2019-06-12", "2012-12-21"
"30146592050658214214", "SHB", "221403200005044099", 190284, "2019-06-12", "2012-12-21"
"17224669826313266542", "SHB", "443621199502011295", 94618, "2019-06-12", "2012-12-21"
"92681499393541545138", "AHB", "221621199210043864", 86902, "2019-06-12", "2012-12-21"
"00014799501014967129", "AHB", "221403199811277511", 39812, "2019-06-12", "2012-12-21"
"37346723379304988046", "BJB", "410403200012268324", 70260, "2019-06-12", "2012-12-21"
"81134092648593001265", "SHB", "410621200107276415", 26674, "2019-06-12", "2012-12-21"
"90763921502123060908", "SHB", "221403200304063143", 55993, "2019-06-12", "2012-12-21"
"10304363140875492897", "SHB", "443621199303106726", 40101, "2019-06-12", "2012-12-21"
"45879153154271424255", "AHB", "410403200309021976", 87163, "2019-06-12", "2012-12-21"
"94933725664097365591", "SHB", "410403200903245450", 91925, "2019-06-12", "2012-12-21"
"32612189870178876926", "SHB", "443403198408124005", 162774, "2019-06-12", "2012-12-21"
"42858943681338890219", "SHB", "443403198408124005", 118255, "2019-06-12", "2012-12-21"
"00665543021630310532", "AHB", "443621200111273454", 161722, "2019-06-12", "2012-12-21"
"75525628839833404285", "SHB", "410403198905094393", 157388, "2019-06-12", "2012-12-21"
"85447772624119342821", "AHB", "221403199302044423", 116629, "2019-06-12", "2012-12-21"
"11966115461923540696", "BJB", "443403200802209764", 74206, "2019-06-12", "2012-12-21"
"81889690431865177983", "SHB", "443403199303218224", 131509, "2019-06-12", "2012-12-21"
"51225993389546098743", "AHB", "22140320021103x", 132264, "2019-06-12", "2012-12-21"
"97679424871224736515", "SHB", "221403200304063143", 35802, "2019-06-12", "2012-12-21"
"52149327349118894119", "SHB", "410621200601076250", 194654, "2019-06-12", "2012-12-21"
"07197578081582254020", "BJB", "443621199502011295", 33167, "2019-06-12", "2012-12-21"
"77301402296328999828", "AHB", "221621198905107539", 65026, "2019-06-12", "2012-12-21"
"75769433576231422874", "BJB", "221403198109280618", 7165, "2019-06-12", "2012-12-21"
"40881873462683262167", "SHB", "443403198808289122", 148912, "2019-06-12", "2012-12-21"
"31314978295629823942", "BJB", "221403199811277511", 42914, "2019-06-12", "2012-12-21"
"16241329081949652867", "SHB", "221403198109280618", 24255, "2019-06-12", "2012-12-21"
"80238378539223909300", "AHB", "410621198206245812", 113292, "2019-06-12", "2012-12-21"
"29480024097009227875", "AHB", "443621199303106726", 64716, "2019-06-12", "2012-12-21"
"29792334510065218494", "BJB", "221403199302044423", 133637, "2019-06-12", "2012-12-21"
"17721090136638791252", "SHB", "221403199302044423", 115674, "2019-06-12", "2012-12-21"
"90120295875458289130", "SHB", "221621198905107539", 32409, "2019-06-12", "2012-12-21"
"15468928240341472231", "AHB", "221403200610051414", 92515, "2019-06-12", "2012-12-21"
"25775502579730331716", "AHB", "221621199210043864", 150949, "2019-06-12", "2012-12-21"
"57281853701134365694", "SHB", "443403199303218224", 20562, "2019-06-12", "2012-12-21"
"55273246497200408300", "AHB", "410621200411014201", 32785, "2019-06-12", "2012-12-21"
"71719068020160123846", "SHB", "410621200107276415", 170781, "2019-06-12", "2012-12-21"
"63978797963384687327", "AHB", "221403200304063143", 103624, "2019-06-12", "2012-12-21"
"57674465698805583789", "AHB", "443621200111273454", 55756, "2019-06-12", "2012-12-21"
"05479721379781537088", "SHB", "443403198408124005", 110370, "2019-06-12", "2012-12-21"
"22924125992254947679", "BJB", "221403199302044423", 67388, "2019-06-12", "2012-12-21"
"21094268854346806636", "SHB", "410621199903138486", 188811, "2019-06-12", "2012-12-21"
"03213082658392828664", "SHB", "410403198905094393", 87938, "2019-06-12", "2012-12-21"
"38732997872604180745", "AHB", "410621200712122861", 95585, "2019-06-12", "2012-12-21"
"70594551637497071972", "BJB", "410621198206245812", 99315, "2019-06-12", "2012-12-21"
"82488132815928600691", "BJB", "443621198804254814", 155648, "2019-06-12", "2012-12-21"
"19072921392682562580", "SHB", "410621198206245812", 192621, "2019-06-12", "2012-12-21"
"24610719030363327497", "SHB", "443621198501159170", 65462, "2019-06-12", "2012-12-21"
"45075921651748309833", "BJB", "221403199010127986", 195843, "2019-06-12", "2012-12-21"
"30494617939017523654", "SHB", "410621200712122861", 107475, "2019-06-12", "2012-12-21"
"49321664736985079227", "SHB", "221403200901180086", 36970, "2019-06-12", "2012-12-21"
"63723019674603408134", "BJB", "410621199903138486", 83310, "2019-06-12", "2012-12-21"
"10843567041672253978", "BJB", "221621198905107539", 187861, "2019-06-12", "2012-12-21"
"50896163530380761156", "AHB", "410403198110069692", 31859, "2019-06-12", "2012-12-21"
"53556090333586993988", "SHB", "221403199010127986", 58201, "2019-06-12", "2012-12-21"
"46736506098184056452", "AHB", "410621198601216198", 72829, "2019-06-12", "2012-12-21"
"87966738163669077416", "BJB", "443403199502132669", 112478, "2019-06-12", "2012-12-21"
"03026846817448551307", "AHB", "443403199502132669", 43834, "2019-06-12", "2012-12-21"
"04004265105498101372", "AHB", "443403198408124005", 156933, "2019-06-12", "2012-12-21"
"14163870626268133087", "SHB", "410403200810132805", 28904, "2019-06-12", "2012-12-21"
"07140742034356499637", "BJB", "410621200712122861", 125855, "2019-06-12", "2012-12-21"
"18470966663400875812", "BJB", "443403200502188701", 57015, "2019-06-12", "2012-12-21"
"64153922522736007636", "SHB", "410621198601216198", 183740, "2019-06-12", "2012-12-21"
"76694489797161116042", "AHB", "221403200005044099", 45312, "2019-06-12", "2012-12-21"
"12690359105731878888", "AHB", "410621198206245812", 93951, "2019-06-12", "2012-12-21"
"27044516092063962059", "SHB", "221403200005044099", 100560, "2019-06-12", "2012-12-21"
"95946232636009857625", "BJB", "221403200610051414", 101700, "2019-06-12", "2012-12-21"
"28270953742494035630", "BJB", "443621199307222546", 199275, "2019-06-12", "2012-12-21"
"86806594277815920436", "SHB", "221403200304063143", 188918, "2019-06-12", "2012-12-21"
"89822330956903236081", "BJB", "443403198808289122", 3513, "2019-06-12", "2012-12-21"
"80851228776769749215", "AHB", "410403200810132805", 35571, "2019-06-12", "2012-12-21"
"02018707092604857436", "SHB", "221403199811277511", 101730, "2019-06-12", "2012-12-21"
"82068440737050659509", "BJB", "410403200009044801", 189060, "2019-06-12", "2012-12-21"
"89298966964654583319", "AHB", "410403200902155550", 164090, "2019-06-12", "2012-12-21"
"14064952780034869107", "AHB", "410621198001281934", 18671, "2019-06-12", "2012-12-21"
"28832007541099014470", "AHB", "443403200608115886", 107708, "2019-06-12", "2012-12-21"
"47843091287234975952", "AHB", "443403200608115886", 65330, "2019-06-12", "2012-12-21"
"35870980479694796219", "AHB", "221403198109280618", 9323, "2019-06-12", "2012-12-21"
"51796299350773340318", "SHB", "221403199811277511", 32779, "2019-06-12", "2012-12-21"
"61677179062190600665", "AHB", "x", 20624, "2019-06-12", "2012-12-21"
"85927041221444937252", "BJB", "443621198104049794", 138985, "2019-06-12", "2012-12-21"
"40019630862779157750", "SHB", "221621198905107539", 117255, "2019-06-12", "2012-12-21"
"71715744381833676731", "AHB", "443403200502188701", 146863, "2019-06-12", "2012-12-21"
"48523109994681651694", "AHB", "443403200608115886", 199605, "2019-06-12", "2012-12-21"
"74015304282555323630", "BJB", "410403198110069692", 150911, "2019-06-12", "2012-12-21"
"26189497478207516988", "BJB", "221621198905107539", 181558, "2019-06-12", "2012-12-21"
"65097310891867174851", "SHB", "410403198512135051", 132471, "2019-06-12", "2012-12-21"
"08391596613294700438", "SHB", "443403200802209764", 42120, "2019-06-12", "2012-12-21"
"39340354479636487374", "SHB", "410621199903138486", 127278, "2019-06-12", "2012-12-21"
"64198401808496837786", "BJB", "410403198905094393", 144919, "2019-06-12", "2012-12-21"
"21836316466953169122", "AHB", "443403200502188701", 117429, "2019-06-12", "2012-12-21"
"80976676598121738357", "SHB", "443403200502188701", 124777, "2019-06-12", "2012-12-21"
"09535428017278896727", "SHB", "221403200610051414", 77114, "2019-06-12", "2012-12-21"
"56718807263510438440", "BJB", "410403200309021976", 34548, "2019-06-12", "2012-12-21"
"83591358922931175060", "SHB", "221403200005044099", 24188, "2019-06-12", "2012-12-21"
"71432179418953452329", "SHB", "410403198512135051", 26131, "2019-06-12", "2012-12-21"
"25354045883179415792", "BJB", "410403200810132805", 82474, "2019-06-12", "2012-12-21"
"79740596981808056666", "SHB", "443403200608115886", 45281, "2019-06-12", "2012-12-21"
"07465849932326763450", "BJB", "443621198104049794", 6869, "2019-06-12", "2012-12-21"
"31313666860852072522", "BJB", "221403200304063143", 118992, "2019-06-12", "2012-12-21"
"06039171201731204049", "SHB", "410403198110069692", 102564, "2019-06-12", "2012-12-21"
"05304859183991255202", "SHB", "443403198408124005", 7080, "2019-06-12", "2012-12-21"
"93618615917142614215", "SHB", "443403200802209764", 26675, "2019-06-12", "2012-12-21"
"59285413235207494653", "BJB", "443621199307222546", 111223, "2019-06-12", "2012-12-21"
"91665266983356054090", "AHB", "221621199210043864", 29063, "2019-06-12", "2012-12-21"
"72095874297718714198", "BJB", "22140320021103x", 21049, "2019-06-12", "2012-12-21"
"97078005078421178585", "SHB", "221403200404286183", 166669, "2019-06-12", "2012-12-21"
"23772978301406887742", "SHB", "221403199811277511", 93884, "2019-06-12", "2012-12-21"
"46015532673480488075", "SHB", "410403200903245450", 53487, "2019-06-12", "2012-12-21"
"57585515456924861797", "AHB", "410621198001281934", 61804, "2019-06-12", "2012-12-21"
"60989394608608071346", "AHB", "221403199811277511", 146460, "2019-06-12", "2012-12-21"
"06450488477095991375", "BJB", "221403200901180086", 24239, "2019-06-12", "2012-12-21"
"62322843029859751675", "SHB", "221403200005044099", 37835, "2019-06-12", "2012-12-21"
"87418314355972044570", "AHB", "443403198408124005", 172503, "2019-06-12", "2012-12-21"
"77728774226608713882", "AHB", "221403200304063143", 181843, "2019-06-12", "2012-12-21"
"31854698115878081218", "BJB", "410621200411014201", 145619, "2019-06-12", "2012-12-21"
"12320006485599595361", "AHB", "443621198104049794", 96466, "2019-06-12", "2012-12-21"
"29607998518687234475", "SHB", "443621198104049794", 126616, "2019-06-12", "2012-12-21"
"59749048392870123890", "BJB", "410403200012268324", 177110, "2019-06-12", "2012-12-21"
"82709401559150827647", "AHB", "410403200012268324", 4170, "2019-06-12", "2012-12-21"
"36534061268540343761", "BJB", "410403200309021976", 124847, "2019-06-12", "2012-12-21"
"49136123487766982791", "BJB", "221403200404286183", 47931, "2019-06-12", "2012-12-21"
"22884813777118593784", "SHB", "410621198601216198", 134500, "2019-06-12", "2012-12-21"
"17654321380123335782", "AHB", "443403200504107319", 4756, "2019-06-12", "2012-12-21"
"71460057075215565546", "BJB", "410403200903245450", 8615, "2019-06-12", "2012-12-21"
"76443948851144904339", "AHB", "221403199010127986", 116235, "2019-06-12", "2012-12-21"
"89654555257085423498", "BJB", "221403200404286183", 148092, "2019-06-12", "2012-12-21"
"01587460537539870483", "SHB", "221621198905107539", 183048, "2019-06-12", "2012-12-21"
"35372421522924311693", "SHB", "443621198104049794", 177823, "2019-06-12", "2012-12-21"
"28727974721997118977", "BJB", "410403199208254078", 109614, "2019-06-12", "2012-12-21"
"70536297014566411301", "BJB", "443403198408124005", 88420, "2019-06-12", "2012-12-21"
"72192900401506749182", "AHB", "410403198512135051", 187944, "2019-06-12", "2012-12-21"
"03679882461370593783", "BJB", "443403198408124005", 71557, "2019-06-12", "2012-12-21"
"88890196704139095833", "SHB", "443403199502132669", 157730, "2019-06-12", "2012-12-21"
"59465321731724074458", "SHB", "410621200712122861", 142859, "2019-06-12", "2012-12-21"
"79709528752876862937", "SHB", "410403198905094393", 36214, "2019-06-12", "2012-12-21"
"24748394914035647395", "AHB", "410403198905094393", 75868, "2019-06-12", "2012-12-21"
