loanIDX, staf_staffID, bran_branchName, loanDate, loanAmount
"71939915639213280364", "x", "BJB", "2018-4-12", 46000
"07897753845640752088", "443403200502188701", "AHB", "2017-8-10", 58000
"47985539090778373668", "410403200810132805", "AHB", "2019-4-19", 85000
"12670835970830313940", "221403200901180086", "SHB", "2017-12-4", 31000
"03976196569478680282", "221621199210043864", "SHB", "2020-7-11", 43000
"88594084709410355722", "443621199307222546", "BJB", "2019-3-8", 43000
"82852367996765455642", "410403199709172224", "SHB", "2020-11-1", 7000
"16484090766027416074", "443621199307222546", "AHB", "2019-8-11", 3000
"40292529740751707651", "221403200005044099", "AHB", "2020-3-7", 80000
"69193016663009144074", "443621199303106726", "BJB", "2019-2-2", 56000
"86998610677798958452", "410621199903138486", "BJB", "2019-5-15", 23000
"82893533649719114398", "221621198905107539", "BJB", "2018-10-9", 17000
"09077801008970731944", "443621199307222546", "AHB", "2018-1-20", 26000
"02386984248804097444", "410621199903138486", "AHB", "2020-7-8", 93000
"16939636194439001862", "443403198702259772", "AHB", "2018-12-12", 4000
"94915392588946330816", "443621198804254814", "SHB", "2020-9-26", 40000
"22269110332198586397", "410621200107276415", "SHB", "2019-1-20", 64000
"25113529498235737255", "410621200601076250", "BJB", "2017-12-23", 53000
"77531501402535030400", "410621200107276415", "BJB", "2020-3-8", 66000
"16597184784097125690", "443403198702259772", "SHB", "2017-4-18", 43000
"38740887931717902480", "410403198512135051", "SHB", "2017-10-11", 73000
"92246153108859110106", "221403200404286183", "AHB", "2019-7-10", 74000
"76370572506580089294", "410403199709172224", "SHB", "2018-6-7", 85000
"04539133528840262887", "443403199502132669", "SHB", "2018-4-24", 36000
"46845743966363283748", "221403200610051414", "SHB", "2018-3-3", 97000
"92130750285988298377", "443621198104049794", "SHB", "2019-2-16", 13000
"66197548574437822581", "443403200502188701", "BJB", "2017-12-12", 59000
"41578367256530466775", "410403200810132805", "SHB", "2020-12-15", 50000
"82009429535483225239", "410403200903245450", "BJB", "2020-10-3", 12000
"82833523620213239149", "22140320021103x", "SHB", "2017-5-4", 47000
"68794395367009163910", "410403198110069692", "SHB", "2017-4-16", 18000
"21858549947582878907", "221403200304063143", "SHB", "2019-1-8", 10000
"95296887376764558020", "443621199307222546", "BJB", "2018-1-27", 44000
"54125895578604520840", "410403198110069692", "SHB", "2020-7-13", 29000
"95670646897632839854", "443403198702259772", "BJB", "2018-9-14", 20000
"09752821084861721182", "443403200502188701", "BJB", "2020-10-27", 27000
"44073689542361880888", "443403200810284069", "BJB", "2017-12-27", 83000
"24977866298800932506", "221621198905107539", "BJB", "2017-12-14", 66000
"72451828402487206756", "410403198905094393", "BJB", "2017-9-22", 47000
"96392594559803120099", "410403200012268324", "BJB", "2017-2-18", 80000
"03169005209140139903", "410621200712122861", "SHB", "2019-9-21", 57000
"75757026760119661048", "410403199709172224", "BJB", "2018-3-22", 85000
"99095207782455886822", "443403200502188701", "BJB", "2017-4-23", 61000
"32391486252583974962", "410403200903245450", "SHB", "2019-10-3", 6000
"43080157678841531942", "410621199903138486", "BJB", "2019-2-24", 89000
"24635250559160650477", "443403200504107319", "BJB", "2020-1-23", 95000
"22393447311288275062", "410621198001281934", "BJB", "2019-1-6", 96000
"06010333114970155436", "410403198110069692", "BJB", "2020-6-22", 83000
"38627316240184938696", "443621199502011295", "SHB", "2018-12-24", 86000
"59151256987253037550", "443621200111273454", "AHB", "2017-6-11", 51000
"83397489605230006028", "410403200902155550", "SHB", "2017-1-14", 28000
"18182224604740522363", "x", "SHB", "2017-3-16", 13000
"43955526698363733203", "443621198104049794", "AHB", "2018-8-10", 18000
"01260026828520425250", "410621198601216198", "AHB", "2020-4-11", 66000
"33207194787744674835", "410621198601216198", "SHB", "2017-6-19", 23000
"23666265533360409028", "443403200608115886", "SHB", "2018-1-3", 62000
"80624052894191434048", "443621199303106726", "SHB", "2019-10-6", 98000
"15757881524921478208", "443621198501159170", "SHB", "2018-12-15", 69000
"68455714050614822648", "410621198001281934", "AHB", "2017-2-15", 77000
"18760089225551926776", "443621199303106726", "SHB", "2020-10-1", 29000
"01620539321825460227", "221403200304063143", "BJB", "2019-3-23", 4000
"77679656846237803553", "221403199302044423", "BJB", "2019-10-4", 45000
"99769074718527513322", "410403200903245450", "AHB", "2017-3-22", 79000
"63261708583311560925", "221403200901180086", "AHB", "2017-10-15", 14000
"82080609758702707285", "443621198104049794", "SHB", "2017-2-8", 75000
"30002882602014473059", "443403200810284069", "AHB", "2020-12-20", 94000
"49576665687605080586", "443403199502132669", "AHB", "2020-6-8", 78000
"22810861624367678168", "410403200810132805", "SHB", "2019-3-17", 33000
"30924625940274024941", "443403200504107319", "BJB", "2020-7-7", 27000
"48413233126441133630", "443403200810284069", "SHB", "2018-5-25", 61000
"62753590194281697588", "410403200903245450", "AHB", "2019-8-21", 77000
"40309429453160690391", "410403199208254078", "SHB", "2018-3-10", 27000
"94770815139918313079", "443403200810284069", "AHB", "2018-4-4", 77000
"57779576573011073628", "410403198110069692", "SHB", "2018-4-27", 9000
"74126509119994559549", "443403200608115886", "BJB", "2019-12-5", 38000
"77674397625168071616", "410403198905094393", "BJB", "2020-2-23", 91000
"78731457074720319642", "221403200005044099", "BJB", "2017-3-10", 48000
"76142429236662154709", "410403200810132805", "AHB", "2018-4-19", 89000
"71915611527040224845", "410621199903138486", "BJB", "2020-5-15", 72000
"11415278055010944192", "443403199411045326", "SHB", "2020-10-13", 82000
"40263522594651244599", "410403200309021976", "BJB", "2017-4-18", 7000
"12255976104829748980", "443403200502188701", "BJB", "2019-12-14", 81000
"19157287130733917176", "221621199210043864", "AHB", "2018-7-27", 55000
"37208437054958889655", "443403200802209764", "SHB", "2018-12-8", 14000
"02460616601263337448", "410403199208254078", "BJB", "2020-5-25", 83000
"00529401208225171826", "410621200712122861", "SHB", "2017-5-22", 13000
"17708962609588999683", "443403199411045326", "BJB", "2017-8-22", 67000
"39303308957083813401", "443403200504107319", "AHB", "2018-4-26", 75000
"95402737400057509181", "410403198110069692", "BJB", "2020-10-2", 90000
"68030443573286802196", "221403199302044423", "AHB", "2019-8-10", 17000
"44007353228686885360", "221403200901180086", "AHB", "2020-3-12", 27000
"40873164873434110703", "410403200902155550", "AHB", "2019-12-12", 50000
"31425127622559276805", "443403199303218224", "SHB", "2018-11-3", 45000
"07233330160051748839", "443403200810284069", "BJB", "2020-8-23", 2000
"50532275675720068732", "443621198501159170", "BJB", "2018-3-18", 36000
"49985780621690561059", "221621199210043864", "AHB", "2020-5-2", 35000
"77900061679718795123", "410403200902155550", "SHB", "2020-6-15", 19000
"71351459278678363685", "410621200411014201", "BJB", "2017-9-6", 81000
"17297051430227481161", "410403200810132805", "AHB", "2020-3-9", 60000
"17828403618038133322", "221403200404286183", "SHB", "2017-10-12", 69000
"35162840969012581735", "443403200504107319", "AHB", "2018-10-27", 87000
"29959729232568010025", "221403200404286183", "SHB", "2019-8-10", 72000
"65555941935472867569", "443403200504107319", "BJB", "2020-12-27", 36000
"50590660598094413903", "221403198109280618", "BJB", "2017-9-4", 77000
"98107588265699155451", "443403200810284069", "SHB", "2019-5-14", 53000
"59806250215837189354", "410621200712122861", "SHB", "2017-11-8", 99000
"17901030706896744479", "410403199208254078", "SHB", "2017-1-8", 17000
"71637627924667695132", "221403200005044099", "BJB", "2017-2-9", 81000
"78757272376488025080", "443403198702259772", "SHB", "2018-1-6", 59000
"22048367324941821290", "410621198001281934", "SHB", "2017-8-23", 38000
"00995034524579150663", "443403200810284069", "AHB", "2018-12-9", 89000
"60948284990253887573", "221403200005044099", "SHB", "2019-3-19", 35000
"84272637366456889283", "410621198601216198", "AHB", "2017-1-24", 23000
"15422213763710814747", "410403199208254078", "SHB", "2018-6-2", 64000
"11395290840791105751", "221403199010127986", "BJB", "2019-7-3", 59000
"53448253574823274797", "410403198110069692", "BJB", "2017-4-15", 98000
"26649287392891923115", "221403200404286183", "AHB", "2017-5-11", 45000
"66484094968790517138", "443621198804254814", "SHB", "2017-7-1", 84000
"86393649640735849050", "443403198808289122", "SHB", "2020-8-1", 67000
"32086817034825811221", "221403200404286183", "AHB", "2017-6-20", 65000
"11897578881873291597", "410403198110069692", "BJB", "2018-5-9", 88000
"92692477994849404044", "221403199010127986", "BJB", "2019-4-24", 75000
"83468214676235392851", "410403200902155550", "AHB", "2017-3-23", 61000
"88081831580576797813", "410403198110069692", "BJB", "2020-9-7", 50000
"08784891800307981412", "443403199303218224", "BJB", "2018-3-10", 48000
"38314867929059108463", "221403199811277511", "AHB", "2018-8-4", 98000
"94421028101538532477", "221621198905107539", "SHB", "2018-3-6", 73000
"86345460547402992442", "221403199811277511", "AHB", "2017-12-13", 76000
"88242543367425705435", "443403200504107319", "AHB", "2018-5-4", 26000
"94485232205396388479", "221403199811277511", "BJB", "2019-5-11", 97000
"66584402136239234031", "410403200309021976", "BJB", "2020-4-23", 100000
"20930975463914291716", "443621200111273454", "SHB", "2017-11-19", 11000
"08908197606884482998", "443621200111273454", "SHB", "2017-7-11", 96000
"40542237302850786374", "221403200901180086", "SHB", "2020-3-15", 31000
"82357392095436856037", "443403199303218224", "AHB", "2019-11-3", 71000
"43095883045251915936", "410621198206245812", "AHB", "2020-6-7", 95000
"26281442249240072296", "221403200404286183", "SHB", "2020-6-4", 19000
"11672306982963399781", "221621198905107539", "BJB", "2017-12-7", 75000
"06553619761415690859", "410621199903138486", "SHB", "2017-1-2", 3000
"54204966045876803014", "410621200107276415", "AHB", "2018-4-10", 21000
"75708582896036053313", "443621199307222546", "AHB", "2019-2-18", 40000
"15807340481710844246", "410403200012268324", "BJB", "2017-2-14", 74000
"90024625096044707057", "221403198109280618", "SHB", "2020-6-22", 64000
"88648187364865016803", "443621198804254814", "AHB", "2017-9-12", 30000
"63220349132997275953", "443621199502011295", "BJB", "2020-4-18", 66000
"45011443488637630015", "443621199502011295", "AHB", "2019-5-5", 16000
"41651779160885116527", "410621200601076250", "AHB", "2018-11-14", 3000
"99872874861605459698", "443403198702259772", "BJB", "2020-6-20", 6000
"55529870107940429108", "410621200712122861", "AHB", "2017-7-2", 33000
"89072587355158198842", "410621200601076250", "AHB", "2017-9-16", 23000
"57890198571298020476", "443621200111273454", "BJB", "2019-12-16", 37000
"92792093987205754600", "443403198808289122", "BJB", "2020-1-3", 89000
"45022374102476579043", "443403198808289122", "SHB", "2017-3-21", 4000
"36935146228079771465", "x", "SHB", "2020-10-9", 20000
"26025832251112824453", "410403200902155550", "BJB", "2020-7-3", 32000
"23557630977004319422", "410403200902155550", "SHB", "2020-7-19", 77000
"76741827280435852390", "443403200504107319", "BJB", "2020-11-3", 6000
"24403657117023362138", "410403200012268324", "AHB", "2019-4-11", 13000
"71507332322102283933", "221403198109280618", "BJB", "2020-11-4", 81000
"23138253773081961978", "443403200608115886", "AHB", "2017-2-25", 64000
"84446454120434238016", "221621198905107539", "AHB", "2018-11-9", 7000
"86699786356607052321", "410403199709172224", "SHB", "2019-5-15", 43000
"09377732126992257137", "221403199010127986", "SHB", "2020-11-19", 28000
"83111651639146584258", "443621198501159170", "BJB", "2018-6-21", 75000
"53143855462668525466", "410621198601216198", "SHB", "2018-2-27", 21000
"30757021250209369538", "443621198104049794", "SHB", "2017-3-2", 87000
"42795680431171464593", "410403198512135051", "BJB", "2018-12-7", 96000
"34404138087082177849", "221403200610051414", "AHB", "2017-2-27", 5000
"53246317999212900330", "410403198905094393", "BJB", "2019-6-2", 19000
"64587318822065207577", "443621198104049794", "BJB", "2018-6-7", 18000
"92469955544713681050", "410403200902155550", "BJB", "2020-9-17", 96000
"82550608281254825601", "410403200810132805", "AHB", "2017-3-11", 78000
"72197868473516113689", "410403200903245450", "SHB", "2018-2-25", 61000
"51395644070960348656", "410621200601076250", "SHB", "2017-12-3", 24000
"54549438283571128761", "410621200712122861", "BJB", "2020-9-5", 73000
"23891259608230647604", "443403199411045326", "BJB", "2019-10-9", 94000
"50657878271900350170", "410621198001281934", "SHB", "2018-10-24", 2000
"35198331049408586369", "221403200005044099", "SHB", "2018-9-3", 27000
"10508370336953179458", "22140320021103x", "AHB", "2018-7-22", 71000
"74304070212804839423", "443403198408124005", "AHB", "2018-3-26", 86000
"11004667201561246560", "410403199709172224", "SHB", "2019-5-3", 20000
"42165084463644057203", "410403200903245450", "BJB", "2017-3-14", 33000
"39839379699854599044", "443403200810284069", "AHB", "2017-12-15", 41000
"72395236088835801435", "410403198110069692", "BJB", "2018-9-22", 71000
"87760145578909371602", "221403200610051414", "SHB", "2020-12-9", 52000
"31958961530338948375", "221621199210043864", "BJB", "2019-2-15", 54000
"81080745548647973504", "443403198808289122", "SHB", "2018-10-8", 80000
"51646800249387865742", "443403200502188701", "SHB", "2018-8-27", 30000
"03915864718047273794", "221621199210043864", "AHB", "2017-12-11", 75000
"43312173226694111878", "221621199210043864", "AHB", "2018-1-16", 82000
"73495868149584378108", "443621199303106726", "BJB", "2017-2-12", 2000
"69018178782594828326", "443403199411045326", "AHB", "2017-4-7", 24000
"31192077960516870665", "443403200502188701", "AHB", "2017-10-12", 10000
"16699509653843291928", "410403198905094393", "AHB", "2017-6-15", 17000
"81285240661965292193", "410403200810132805", "SHB", "2020-8-26", 8000
"71823727525337997785", "443621199303106726", "BJB", "2019-6-2", 36000
"33251881029009915794", "410403199709172224", "SHB", "2019-4-12", 66000
"56500147836576339170", "410403198512135051", "AHB", "2018-8-16", 45000
"55656605941380146603", "443403200810284069", "SHB", "2019-4-2", 39000
"88687983286367171300", "443403198408124005", "AHB", "2020-5-22", 40000
"37913688470428121649", "x", "AHB", "2018-8-22", 79000
"13472431786905976506", "443621198501159170", "SHB", "2019-6-6", 7000
"61651638432350671204", "410403198905094393", "SHB", "2018-7-11", 97000
"19969261080233074816", "410621200107276415", "BJB", "2017-3-25", 65000
"12055655375778128818", "221403200304063143", "AHB", "2020-1-21", 55000
"32591259400339963888", "443403200504107319", "BJB", "2018-3-11", 94000
"63274673014562190118", "221403199302044423", "BJB", "2019-12-10", 46000
"47425083750381317673", "443403199411045326", "BJB", "2020-8-8", 68000
"03868243769886351734", "410403200309021976", "BJB", "2020-7-8", 72000
"01057572428103182529", "443403198808289122", "BJB", "2019-6-6", 27000
"36171040280131496803", "443403200608115886", "BJB", "2018-1-1", 6000
"08511899745293835464", "410621200107276415", "BJB", "2018-12-25", 72000
"81111696731828396754", "410621200601076250", "AHB", "2020-9-16", 6000
"73512761960536718935", "221403200005044099", "SHB", "2017-12-10", 53000
"24743839905650542053", "410403198905094393", "SHB", "2020-3-10", 58000
"30313167854242283238", "443621199502011295", "BJB", "2017-9-3", 83000
"06242299766676835907", "443621199307222546", "SHB", "2020-4-9", 46000
"69693441663553252419", "443621200111273454", "AHB", "2019-2-25", 56000
"33696746995209233261", "221403199811277511", "BJB", "2018-6-27", 39000
"21132881651091094684", "221403199302044423", "SHB", "2019-3-20", 5000
"28963749235629552577", "410403200810132805", "BJB", "2020-9-25", 98000
"87332089526680016865", "410621198601216198", "AHB", "2018-12-9", 28000
"79118327830726712525", "410621200107276415", "AHB", "2018-12-17", 65000
"16718989221336669033", "410621200712122861", "AHB", "2018-3-11", 97000
"76212465274442511119", "221403200404286183", "BJB", "2019-8-5", 41000
"15259536785133232210", "410403198110069692", "BJB", "2019-5-4", 45000
"14112822590241076178", "443403198808289122", "AHB", "2017-3-7", 37000
"93359037467802771060", "410403200309021976", "AHB", "2019-12-1", 32000
"04448924222396388973", "443403199303218224", "BJB", "2018-7-3", 42000
"82556492164056304336", "443621199502011295", "BJB", "2018-4-8", 39000
"31585697468389078484", "410621198601216198", "BJB", "2017-11-9", 48000
"10128910094925893279", "221403199010127986", "BJB", "2019-10-27", 4000
"21876142679958817224", "221403200404286183", "SHB", "2018-5-2", 1000
"15913717279383732429", "410621199903138486", "SHB", "2018-2-23", 34000
"35044345893086096011", "410621198001281934", "SHB", "2018-7-15", 2000
"37943154879141833108", "443403199502132669", "BJB", "2017-12-5", 52000
"13051328046279484282", "221403198109280618", "AHB", "2018-3-25", 27000
"32126261347399627978", "443403198808289122", "BJB", "2020-9-3", 60000
"01540330822637670119", "221403199302044423", "AHB", "2018-10-19", 20000
"44260520894883555203", "410621200712122861", "AHB", "2020-2-19", 73000
"77423232303276475256", "410403199709172224", "BJB", "2018-4-23", 49000
"37182400373780450117", "443403200502188701", "BJB", "2017-7-15", 99000
"22794114036653074815", "443403200502188701", "SHB", "2018-4-6", 62000
"86345733583486670576", "410621200411014201", "SHB", "2018-12-17", 96000
"51873231977847740385", "443403199303218224", "SHB", "2018-7-19", 7000
"28916550267860168096", "410403198512135051", "BJB", "2020-10-22", 9000
"76586579289856315941", "443403198702259772", "AHB", "2017-10-4", 27000
"41486143544452378347", "443403198408124005", "AHB", "2020-6-12", 73000
"63197471199631427541", "410621200411014201", "SHB", "2017-12-13", 70000
"05132647660602460196", "221403200404286183", "SHB", "2019-3-1", 92000
"35037716437317043550", "221403200610051414", "BJB", "2017-11-21", 61000
"07339540186209963508", "443403200810284069", "AHB", "2017-4-17", 62000
"04011817826892984759", "221403200610051414", "BJB", "2019-9-1", 7000
"34363203448042408777", "221403200404286183", "BJB", "2020-8-26", 96000
"88712477809759365450", "443403199502132669", "SHB", "2017-11-6", 25000
"59544586063332424441", "410621200107276415", "AHB", "2020-10-27", 55000
"95624549801435106741", "410621198206245812", "SHB", "2020-7-15", 31000
"89677105573989922698", "410621200107276415", "AHB", "2017-9-5", 62000
"55223330612996710815", "443621198104049794", "BJB", "2020-9-12", 96000
"75074565394294870436", "221621199210043864", "AHB", "2019-1-8", 69000
"65648033411054972440", "443403199502132669", "SHB", "2017-5-22", 72000
"11128258976831933421", "221403200005044099", "BJB", "2018-2-7", 57000
"87433074545420625220", "443403200608115886", "SHB", "2017-7-7", 2000
"68453652436758904061", "410621200712122861", "SHB", "2018-6-27", 66000
"60311682062226280026", "410621199903138486", "SHB", "2019-11-18", 21000
"37676158062623894326", "443403199411045326", "SHB", "2019-1-10", 21000
"70656993808195599715", "22140320021103x", "BJB", "2017-1-15", 12000
"48560782286078976888", "221403200610051414", "SHB", "2018-2-23", 91000
"49197252065482160584", "410403198905094393", "AHB", "2019-1-8", 52000
"56871883441876265346", "410621200107276415", "SHB", "2020-12-11", 35000
"97705851495714099665", "443621198804254814", "SHB", "2020-8-8", 32000
"26662588941816460178", "x", "AHB", "2020-8-3", 52000
