accountIDX, bran_branchName, staf_staffID, remain, visitTime, openTime, accountType
"11470927373435999481", "北京分行", "443621198002121860", 129960, "2019-06-12", "2008-11-24", "deposit"
"66337139898742720629", "南京分行", "410621199801110287", 57939, "2019-06-12", "2014-5-8", "cheque"
"93230073807621949011", "南京分行", "443403199903154215", 158725, "2019-06-12", "2012-11-15", "deposit"
"63870224641930725316", "安徽省分行", "410621199305255221", 80432, "2019-06-12", "2007-1-5", "cheque"
"23145291643645815633", "上海分行", "443403198702151939", 6719, "2019-06-12", "2010-4-1", "deposit"
"44638845240362898361", "安徽省分行", "221403198802091960", 113868, "2019-06-12", "2012-3-11", "cheque"
"56366071453759961477", "北京分行", "410403199110059027", 130606, "2019-06-12", "2005-12-6", "deposit"
"90634264841522122226", "上海分行", "221403198108134823", 124334, "2019-06-12", "2007-11-3", "cheque"
"32227395991665820000", "安徽省分行", "221403199302058371", 36854, "2019-06-12", "2005-8-3", "cheque"
"16925721611597557079", "南京分行", "221403199302058371", 96636, "2019-06-12", "2006-2-26", "deposit"
"96484972893090641606", "上海分行", "410403200901147844", 174641, "2019-06-12", "2014-7-26", "deposit"
"67091945515359125328", "南京分行", "410403200806183837", 62389, "2019-06-12", "2010-10-24", "deposit"
"17018132312382441567", "上海分行", "410621199902020858", 54023, "2019-06-12", "2010-11-6", "cheque"
"90511574251471703959", "安徽省分行", "221621198206284248", 123024, "2019-06-12", "2011-5-18", "deposit"
"39688879729839889386", "上海分行", "443621200602025313", 151024, "2019-06-12", "2010-9-5", "cheque"
"09923499378086808157", "上海分行", "221621198207240922", 177388, "2019-06-12", "2013-1-9", "deposit"
"47641906541535809653", "南京分行", "443403200404287910", 105137, "2019-06-12", "2008-3-12", "cheque"
"16586092723941125509", "安徽省分行", "221621198606014804", 75639, "2019-06-12", "2014-2-3", "cheque"
"69881492038135817420", "安徽省分行", "410621198707098989", 124966, "2019-06-12", "2012-4-3", "deposit"
"95319342097009006371", "上海分行", "443621198805246314", 55636, "2019-06-12", "2008-10-26", "deposit"
"12172797615574401849", "安徽省分行", "221621200304171204", 10677, "2019-06-12", "2014-1-6", "cheque"
"18379085842528977088", "安徽省分行", "443621198002121860", 58200, "2019-06-12", "2010-3-13", "deposit"
"04755696610604140101", "安徽省分行", "410621198905253780", 117869, "2019-06-12", "2009-9-26", "cheque"
"60323462821960939469", "北京分行", "221621200607133895", 3152, "2019-06-12", "2006-8-12", "cheque"
"05535536043157154099", "北京分行", "410621199902020858", 27014, "2019-06-12", "2012-9-22", "deposit"
"71548980036638468263", "上海分行", "221621199307117823", 102611, "2019-06-12", "2014-1-23", "cheque"
"12146640373629896475", "上海分行", "410403200408250955", 166826, "2019-06-12", "2008-7-2", "deposit"
"23712153376642806846", "南京分行", "443621198606124130", 82594, "2019-06-12", "2006-3-9", "cheque"
"44347666933150541453", "南京分行", "443621200602025313", 155308, "2019-06-12", "2007-9-10", "deposit"
"77085290323212108403", "安徽省分行", "221621200607133895", 94306, "2019-06-12", "2012-10-7", "deposit"
"20428120527252747456", "南京分行", "221403199302058371", 93989, "2019-06-12", "2014-7-2", "cheque"
"91020116480237882285", "南京分行", "410403200408250955", 27533, "2019-06-12", "2010-9-17", "deposit"
"96543441023948250993", "安徽省分行", "443621198002121860", 64169, "2019-06-12", "2009-3-20", "deposit"
"88042023637760691972", "北京分行", "221403200002241488", 66592, "2019-06-12", "2014-8-7", "cheque"
"56290504802541430255", "安徽省分行", "410403199209013383", 199378, "2019-06-12", "2014-3-10", "deposit"
"17304363535535006881", "上海分行", "410621199902020858", 139015, "2019-06-12", "2016-12-8", "deposit"
"13593521425788820594", "北京分行", "443403198702151939", 195361, "2019-06-12", "2015-2-25", "deposit"
"49616959499251812933", "上海分行", "443621198002121860", 109839, "2019-06-12", "2015-2-13", "deposit"
"55421808157048329860", "上海分行", "221621199010276837", 184976, "2019-06-12", "2017-12-7", "cheque"
"92255496641632101953", "上海分行", "443621200704081667", 63314, "2019-06-12", "2008-1-24", "deposit"
"76824414864097940291", "南京分行", "410403199110059027", 188462, "2019-06-12", "2010-9-5", "deposit"
"11024714894767378989", "安徽省分行", "410403199209013383", 25593, "2019-06-12", "2007-10-13", "cheque"
"10668971387798239443", "安徽省分行", "410403199209013383", 179403, "2019-06-12", "2006-12-17", "deposit"
"53194909353091886666", "安徽省分行", "410621199305255221", 1962, "2019-06-12", "2009-9-12", "cheque"
"65536695057287697024", "安徽省分行", "221621200002123858", 143890, "2019-06-12", "2016-11-1", "deposit"
"56894423119023508890", "上海分行", "443403200404287910", 61236, "2019-06-12", "2016-6-14", "deposit"
"61251301942308430576", "北京分行", "443621200602025313", 90481, "2019-06-12", "2007-2-7", "deposit"
"93896239256802772738", "南京分行", "410403199404039386", 166374, "2019-06-12", "2006-4-17", "deposit"
"81620937406218049450", "上海分行", "410621199305255221", 35251, "2019-06-12", "2015-2-2", "deposit"
"31134067666189650317", "安徽省分行", "221621200607133895", 194947, "2019-06-12", "2006-12-27", "deposit"
"91186592970661220366", "上海分行", "443621199911228559", 33985, "2019-06-12", "2010-8-18", "cheque"
"27957078370365583041", "上海分行", "410403200406038169", 180700, "2019-06-12", "2005-11-5", "cheque"
"17400986072772834151", "北京分行", "443403199808234179", 15557, "2019-06-12", "2012-2-5", "cheque"
"01603007800472927001", "北京分行", "443621199803054689", 148151, "2019-06-12", "2009-5-14", "deposit"
"03527314353015126249", "上海分行", "443403198702151939", 199010, "2019-06-12", "2013-6-5", "cheque"
"74291145172490164005", "上海分行", "443621198805246314", 108028, "2019-06-12", "2005-3-8", "deposit"
"83881763639158029458", "安徽省分行", "443621198004210755", 71791, "2019-06-12", "2011-4-19", "deposit"
"67341254188442769815", "北京分行", "443621199803054689", 137202, "2019-06-12", "2005-7-1", "deposit"
"35712044607836288373", "安徽省分行", "221403200002241488", 53238, "2019-06-12", "2012-3-13", "deposit"
"77336639798768141497", "上海分行", "221403198703127098", 172543, "2019-06-12", "2016-8-25", "cheque"
"72712407732199988863", "上海分行", "221621199305182178", 7176, "2019-06-12", "2005-3-26", "cheque"
"78001550912814679345", "上海分行", "443403199808234179", 193997, "2019-06-12", "2009-12-1", "deposit"
"26039902875550825306", "北京分行", "443621198002121860", 116153, "2019-06-12", "2009-2-12", "cheque"
"01399067198395034289", "上海分行", "221621199010276837", 2471, "2019-06-12", "2015-9-25", "cheque"
"31105516265940634628", "安徽省分行", "221621199010276837", 82560, "2019-06-12", "2005-8-19", "deposit"
"41900853858899589587", "上海分行", "221621200304171204", 194644, "2019-06-12", "2011-9-8", "deposit"
"26905848623283691684", "北京分行", "221403198108134823", 4051, "2019-06-12", "2006-7-16", "cheque"
"75143626075990490121", "上海分行", "410403199110059027", 140470, "2019-06-12", "2007-6-1", "cheque"
"28588338917126590179", "上海分行", "443403199808234179", 137571, "2019-06-12", "2016-3-5", "deposit"
"72518054114121347574", "北京分行", "443403200809252150", 110523, "2019-06-12", "2010-11-26", "cheque"
"15168999834597658992", "北京分行", "443621198004210755", 100299, "2019-06-12", "2017-3-9", "deposit"
"87815386615515278362", "上海分行", "221403199302058371", 158320, "2019-06-12", "2017-2-26", "cheque"
"19180712788237181362", "上海分行", "221403199302058371", 139552, "2019-06-12", "2016-1-20", "deposit"
"66277966469098758131", "上海分行", "443621198004210755", 23789, "2019-06-12", "2017-6-11", "cheque"
"91092261989790238453", "上海分行", "221621200607133895", 27206, "2019-06-12", "2007-3-21", "deposit"
"51580995977416617379", "上海分行", "443621198002228689", 83442, "2019-06-12", "2014-8-16", "cheque"
"89303640966828953491", "南京分行", "221403200002241488", 174595, "2019-06-12", "2014-3-9", "cheque"
"50908335721359448186", "南京分行", "221621199010276837", 33294, "2019-06-12", "2005-1-15", "deposit"
"66449977957742304979", "上海分行", "410621199908106440", 89598, "2019-06-12", "2016-2-21", "deposit"
"23505058512201582670", "南京分行", "410621199305255221", 153517, "2019-06-12", "2007-4-13", "cheque"
"45891083733996121066", "南京分行", "410621199902020858", 186812, "2019-06-12", "2010-11-8", "cheque"
"96902739480276778089", "南京分行", "410403199404039386", 8161, "2019-06-12", "2005-3-24", "deposit"
"00772557776790126488", "南京分行", "221621201001208620", 59405, "2019-06-12", "2005-6-26", "cheque"
"09324092089047106134", "南京分行", "443621198805246314", 66294, "2019-06-12", "2009-6-3", "deposit"
"52675993817395596380", "上海分行", "221621198206284248", 181046, "2019-06-12", "2017-4-6", "cheque"
"70839379108650333617", "上海分行", "443403199903154215", 158322, "2019-06-12", "2017-6-9", "deposit"
"53766079465070758772", "上海分行", "221403200002241488", 93613, "2019-06-12", "2010-5-23", "deposit"
"23221111716312381325", "南京分行", "410403200406038169", 116578, "2019-06-12", "2017-3-12", "cheque"
"78233518909659514905", "北京分行", "443403199008178877", 8272, "2019-06-12", "2014-1-15", "cheque"
"01644443983503013563", "北京分行", "221403200002241488", 150721, "2019-06-12", "2017-10-11", "deposit"
"32617760077669160850", "安徽省分行", "221621201001208620", 181343, "2019-06-12", "2010-1-22", "cheque"
"37073514328774382583", "安徽省分行", "221621201001208620", 180586, "2019-06-12", "2009-4-21", "deposit"
"74180491657299914955", "上海分行", "221621199307117823", 37037, "2019-06-12", "2009-6-17", "deposit"
"35750171927296397244", "北京分行", "443403199903154215", 32023, "2019-06-12", "2012-10-15", "deposit"
"73427195360426096285", "南京分行", "221403198804060721", 30153, "2019-06-12", "2011-3-18", "deposit"
"65422003251401604781", "安徽省分行", "443621198002228689", 21937, "2019-06-12", "2010-3-7", "cheque"
"20074893726061218870", "安徽省分行", "443621200602025313", 119303, "2019-06-12", "2010-9-4", "deposit"
"30257002602630354557", "北京分行", "221621199010276837", 2430, "2019-06-12", "2010-1-17", "cheque"
"29701370050737589206", "北京分行", "221621200002123858", 76977, "2019-06-12", "2007-7-6", "deposit"
"17082562665896291451", "上海分行", "410621199305255221", 94336, "2019-06-12", "2012-2-16", "deposit"
"31159025778841302651", "安徽省分行", "221403198802091960", 27586, "2019-06-12", "2014-12-15", "deposit"
"55908669108792205258", "安徽省分行", "410403200901147844", 27343, "2019-06-12", "2016-9-26", "cheque"
"02449018077916348782", "安徽省分行", "443403199008178877", 100956, "2019-06-12", "2007-5-17", "deposit"
"64771792478965527210", "北京分行", "410403200406038169", 56028, "2019-06-12", "2007-8-17", "cheque"
"63686567827431516629", "北京分行", "410403200406038169", 7087, "2019-06-12", "2017-6-21", "deposit"
"96745857489847375919", "安徽省分行", "410621199902020858", 51250, "2019-06-12", "2011-2-13", "cheque"
"63566689468867662792", "安徽省分行", "410621199908106440", 128625, "2019-06-12", "2015-12-15", "deposit"
"05507562821754416259", "北京分行", "443621198002228689", 66662, "2019-06-12", "2008-6-27", "deposit"
"92082352391038576747", "上海分行", "221621198604081833", 84958, "2019-06-12", "2006-7-16", "deposit"
"99254219641355977932", "安徽省分行", "410621198707098989", 190701, "2019-06-12", "2013-8-1", "deposit"
"66270675431450407840", "北京分行", "221621199010276837", 9494, "2019-06-12", "2013-5-27", "deposit"
"23822349536296499347", "上海分行", "221403198108134823", 172744, "2019-06-12", "2014-2-17", "deposit"
"13212341182720757662", "北京分行", "410403198910059218", 108315, "2019-06-12", "2005-7-8", "deposit"
"59338740419930077560", "南京分行", "221621198206284248", 145999, "2019-06-12", "2006-4-21", "cheque"
"06515854567481761410", "南京分行", "410403200406038169", 160471, "2019-06-12", "2005-7-20", "deposit"
"94881336117822538356", "北京分行", "443403198702151939", 100986, "2019-06-12", "2010-6-6", "cheque"
"62744608001754781325", "南京分行", "443403198702151939", 149569, "2019-06-12", "2014-8-13", "deposit"
"89387386423842206339", "安徽省分行", "443403198702151939", 56577, "2019-06-12", "2008-3-16", "deposit"
"56703641033873737391", "北京分行", "221621199010276837", 23827, "2019-06-12", "2006-11-7", "cheque"
"48021113633797882658", "南京分行", "221621200607133895", 90228, "2019-06-12", "2011-8-27", "deposit"
"40489906955952702951", "北京分行", "443621198606124130", 133937, "2019-06-12", "2012-10-18", "cheque"
"26757312921340749078", "北京分行", "221621198207240922", 24266, "2019-06-12", "2013-2-27", "deposit"
"67299512059758938357", "南京分行", "410621198707098989", 40487, "2019-06-12", "2015-9-13", "cheque"
"46951673161453596432", "安徽省分行", "410621199902020858", 25157, "2019-06-12", "2008-12-26", "deposit"
"45479179162492822138", "安徽省分行", "410403199404039386", 60273, "2019-06-12", "2011-10-24", "cheque"
"33281037789831796776", "安徽省分行", "410621199305255221", 83586, "2019-06-12", "2017-2-21", "deposit"
"97360778493157522640", "北京分行", "221403198901078444", 38318, "2019-06-12", "2014-12-13", "deposit"
"91626730780707950320", "上海分行", "221621198604081833", 45821, "2019-06-12", "2005-3-6", "cheque"
"46582717927719350646", "南京分行", "221403198901078444", 130657, "2019-06-12", "2014-12-13", "cheque"
"09556388862801590857", "南京分行", "443621198002121860", 52443, "2019-06-12", "2011-2-10", "deposit"
"99544952365743841131", "上海分行", "221621198203108554", 9372, "2019-06-12", "2013-3-6", "cheque"
"70211368127208000755", "南京分行", "221621199307117823", 143421, "2019-06-12", "2013-5-11", "cheque"
"71345146316085510284", "北京分行", "443621198805246314", 146208, "2019-06-12", "2016-6-24", "cheque"
"23502255300511780094", "北京分行", "410621199908106440", 15502, "2019-06-12", "2014-4-11", "deposit"
"98814961112878181446", "上海分行", "443621200704081667", 39877, "2019-06-12", "2012-4-15", "cheque"
"14457605572243551589", "南京分行", "221403199302058371", 33449, "2019-06-12", "2006-1-17", "cheque"
"36852850656720844895", "上海分行", "221403198802091960", 180634, "2019-06-12", "2012-10-13", "deposit"
"50834183923737716595", "安徽省分行", "221621198604081833", 112255, "2019-06-12", "2016-8-21", "cheque"
"17067059240084895496", "北京分行", "410403199209013383", 61415, "2019-06-12", "2015-12-13", "deposit"
"13996932186379062753", "安徽省分行", "410621199908106440", 111982, "2019-06-12", "2010-12-25", "deposit"
"47857967073448499114", "上海分行", "221621200304171204", 72918, "2019-06-12", "2008-11-4", "deposit"
"07216021186806407730", "南京分行", "443403200809252150", 146520, "2019-06-12", "2006-12-12", "deposit"
"32611586007843004168", "北京分行", "410621199908106440", 143038, "2019-06-12", "2008-9-26", "cheque"
"91562100927559034633", "北京分行", "410621199305255221", 27873, "2019-06-12", "2008-11-10", "deposit"
"64385889901720175048", "上海分行", "410403200901147844", 174752, "2019-06-12", "2008-11-18", "deposit"
"51508742956894939376", "上海分行", "221621200304171204", 102491, "2019-06-12", "2009-4-22", "cheque"
"62057121949012770421", "南京分行", "443403198702151939", 122215, "2019-06-12", "2017-11-27", "cheque"
"22626364980195219658", "北京分行", "410403200408250955", 197368, "2019-06-12", "2012-6-11", "cheque"
"09118262710312236600", "上海分行", "410621199908106440", 163636, "2019-06-12", "2010-3-6", "deposit"
"35887621358343539307", "北京分行", "443403199008178877", 81255, "2019-06-12", "2008-11-3", "cheque"
"90754730122219909254", "上海分行", "221621198606014804", 92794, "2019-06-12", "2014-8-25", "deposit"
"62817912012341535907", "南京分行", "221621198606014804", 27151, "2019-06-12", "2009-10-8", "deposit"
"87209649739455080280", "安徽省分行", "443621198606124130", 75896, "2019-06-12", "2006-7-22", "cheque"
"64096741103170299531", "南京分行", "221621199307117823", 77165, "2019-06-12", "2015-11-5", "cheque"
"29313921809683847874", "南京分行", "221403199302058371", 12293, "2019-06-12", "2012-9-17", "deposit"
"19652714841985052017", "安徽省分行", "221621201001208620", 175132, "2019-06-12", "2017-9-6", "cheque"
"10154805532654310448", "上海分行", "221621199305182178", 121276, "2019-06-12", "2007-9-14", "deposit"
"24198108216230928440", "上海分行", "443621198606124130", 76739, "2019-06-12", "2016-1-20", "cheque"
"73078124248528857465", "上海分行", "221403200002241488", 40838, "2019-06-12", "2014-2-9", "deposit"
"88606159676551479663", "南京分行", "443403198702151939", 39075, "2019-06-12", "2016-8-16", "deposit"
"47250008264881738906", "安徽省分行", "443621198002121860", 83670, "2019-06-12", "2009-8-25", "cheque"
"84037471572401114033", "安徽省分行", "221403198108134823", 87079, "2019-06-12", "2007-4-12", "deposit"
"79497341724784930794", "上海分行", "221403200002241488", 48421, "2019-06-12", "2009-7-16", "cheque"
"79748352686908630109", "上海分行", "410403200901147844", 113762, "2019-06-12", "2012-7-4", "deposit"
"36719448477279788022", "北京分行", "221621200304171204", 159762, "2019-06-12", "2010-2-8", "cheque"
"07807759902756365588", "北京分行", "221621198206284248", 171733, "2019-06-12", "2015-9-12", "deposit"
"07316718546712635821", "南京分行", "221621200607133895", 173951, "2019-06-12", "2009-7-5", "cheque"
"75673198327672451987", "南京分行", "221621198203108554", 112586, "2019-06-12", "2010-11-12", "deposit"
"37582236758700943162", "北京分行", "443403200809252150", 24519, "2019-06-12", "2013-1-15", "deposit"
"83010762636237271928", "南京分行", "410403200806183837", 135867, "2019-06-12", "2007-11-12", "cheque"
"54513045128341855759", "北京分行", "221621199305182178", 100308, "2019-06-12", "2008-9-8", "deposit"
"93707007149852011580", "安徽省分行", "443403198206257361", 118161, "2019-06-12", "2008-1-20", "cheque"
"40071782264298819030", "安徽省分行", "410403198910059218", 102737, "2019-06-12", "2017-9-15", "deposit"
"65353729870917803232", "南京分行", "221621200002123858", 617, "2019-06-12", "2006-6-17", "deposit"
"76509841059915312726", "上海分行", "221621200607133895", 3765, "2019-06-12", "2008-3-2", "cheque"
"40567327494973696932", "上海分行", "410621199305255221", 2801, "2019-06-12", "2011-8-8", "deposit"
"03376049862649245987", "安徽省分行", "221621198206284248", 18842, "2019-06-12", "2011-8-12", "cheque"
"48732583040034946699", "北京分行", "443621198805246314", 62026, "2019-06-12", "2007-8-4", "cheque"
"69736938176442695906", "南京分行", "443621198805246314", 199056, "2019-06-12", "2015-8-5", "deposit"
"06631464547276560417", "安徽省分行", "410621199801110287", 76394, "2019-06-12", "2011-5-6", "cheque"
"63473607541037888340", "安徽省分行", "410403200806183837", 64363, "2019-06-12", "2013-2-1", "deposit"
"89545564059877662542", "北京分行", "221621198207240922", 185489, "2019-06-12", "2017-4-26", "cheque"
"21402721965065298578", "上海分行", "410621199801110287", 141525, "2019-06-12", "2010-5-13", "deposit"
"84294870114368261060", "南京分行", "221621199305182178", 68547, "2019-06-12", "2011-10-22", "cheque"
"10179547423511162986", "南京分行", "443621199803054689", 21792, "2019-06-12", "2007-4-12", "deposit"
"62563023747700475815", "安徽省分行", "221403198901078444", 113505, "2019-06-12", "2010-12-12", "cheque"
"21729864033849183569", "上海分行", "221621198606014804", 170476, "2019-06-12", "2008-8-26", "deposit"
"24863935084666341855", "安徽省分行", "221403198901078444", 130100, "2019-06-12", "2009-3-19", "cheque"
"50222513076364972009", "安徽省分行", "221403198108134823", 120999, "2019-06-12", "2006-8-1", "deposit"
"46657667409579607402", "安徽省分行", "221621198207240922", 183262, "2019-06-12", "2007-11-23", "cheque"
"96724865162803759595", "安徽省分行", "221621201001208620", 118670, "2019-06-12", "2008-9-14", "deposit"
"19264381832786170856", "上海分行", "443621198606124130", 171747, "2019-06-12", "2016-11-27", "cheque"
"71777395369271521785", "南京分行", "410621198905253780", 88732, "2019-06-12", "2008-2-8", "deposit"
"95037992527811415842", "南京分行", "410403198510172052", 78484, "2019-06-12", "2005-10-13", "cheque"
"35249622616512887657", "南京分行", "443403199808234179", 35506, "2019-06-12", "2012-12-8", "deposit"
"69719495404519173999", "安徽省分行", "221403198802091960", 71801, "2019-06-12", "2012-3-17", "cheque"
"66820256246241476147", "安徽省分行", "221621198604081833", 137989, "2019-06-12", "2009-6-27", "deposit"
"99763265627533669490", "上海分行", "221621199307117823", 153162, "2019-06-12", "2007-5-26", "cheque"
"26826361827023367222", "上海分行", "221403198703127098", 8676, "2019-06-12", "2013-12-18", "deposit"
"50855155687903502710", "上海分行", "410403200806183837", 66911, "2019-06-12", "2016-12-18", "deposit"
"17577048516902268162", "北京分行", "221621198207240922", 176919, "2019-06-12", "2005-3-22", "cheque"
"60511677093036305662", "北京分行", "410621199908106440", 186323, "2019-06-12", "2013-11-8", "deposit"
